edge_index,from_node,to_node,from_name,to_name
3262,43713,27009,Offering Area,Lust for Sacrifice
3263,43713,35602,Offering Area,Offering Life
3264,27009,30459,Lust for Sacrifice,Minion Offence Mastery
3265,56216,9485,Attribute,Attribute
3266,9642,517,Dampening Shield,Stun and Ailment Threshold from Energy Shield
3267,9642,14666,Dampening Shield,Stun and Ailment Threshold from Energy Shield
3268,17973,4748,Rapid Recharge,Energy Shield Delay
3269,17973,22691,Rapid Recharge,Energy Shield Delay
3270,4748,2254,Energy Shield Delay,Pure Energy
3271,39037,11672,Attribute,Attribute
3272,2254,60685,Pure Energy,Attribute
3273,2254,43736,Pure Energy,Energy Shield Delay
3274,2254,14666,Pure Energy,Stun and Ailment Threshold from Energy Shield
3275,4113,4627,Freeze Buildup,Climate Change
3276,36782,1151,Freeze Buildup,Freeze Buildup
3277,55572,57626,Cold and Fire Damage,Cold and Fire Damage
3278,1151,4113,Freeze Buildup,Freeze Buildup
3279,4627,44179,Climate Change,Cold Mastery
3280,4627,55572,Climate Change,Cold and Fire Damage
3281,57626,36782,Cold and Fire Damage,Freeze Buildup
3282,3025,38732,Attribute,Attribute
3283,3025,36782,Attribute,Freeze Buildup
3284,3025,25594,Attribute,Offering Life
3285,34030,47441,Offering Life,Stigmata
3286,34030,13634,Offering Life,Offering Duration
3287,34030,42614,Offering Life,Offering Duration
3288,25594,34030,Offering Life,Offering Life
3289,47441,61992,Stigmata,Minion Offence Mastery
3290,44765,32233,Distracting Presence,Duration Mastery
3291,22533,26663,Cooldown Recovery Rate,Cooldown Recovery Rate
3292,22533,21274,Cooldown Recovery Rate,Attribute
3293,11066,26663,Cooldown Recovery Rate,Cooldown Recovery Rate
3294,26663,44765,Cooldown Recovery Rate,Distracting Presence
3295,51944,49406,Projectile Damage,Projectile Damage
3296,51944,51728,Projectile Damage,Pierce Chance
3297,51944,47683,Projectile Damage,Chaining Projectiles
3298,55060,33037,Shrapnel,Chaining Projectiles
3299,55060,45576,Shrapnel,Projectile Mastery
3300,43829,51944,Advanced Munitions,Projectile Damage
3301,43829,45576,Advanced Munitions,Projectile Mastery
3302,49406,52125,Projectile Damage,Attribute
3303,51728,6505,Pierce Chance,Pierce Chance
3304,33037,47683,Chaining Projectiles,Chaining Projectiles
3305,6505,55060,Pierce Chance,Shrapnel
3306,13909,31037,Remnant Pickup Range,Remnant Effect
3307,13909,62679,Remnant Pickup Range,Remnant Pickup Range
3308,31037,34866,Remnant Effect,Remnant Effect
3309,34866,40985,Remnant Effect,Empowering Remnants
3310,40985,62679,Empowering Remnants,Remnant Pickup Range
3311,22691,39037,Energy Shield Delay,Attribute
3312,22691,61027,Energy Shield Delay,Mana Blessing
3313,56978,21274,Attribute,Attribute
3314,8872,2394,Dual Wielding Mastery,Blade Flurry
3315,8872,45488,Dual Wielding Mastery,Cross Strike
3316,63267,65424,Dual Wielding Damage,Dual Wielding Damage
3317,65424,58109,Dual Wielding Damage,Attribute
3318,4377,50273,Dual Wielding Accuracy,Dual Wielding Damage
3319,45488,4377,Cross Strike,Dual Wielding Accuracy
3320,50273,47893,Dual Wielding Damage,Dual Wielding Speed
3321,50273,63267,Dual Wielding Damage,Dual Wielding Damage
3322,50273,3131,Dual Wielding Damage,Dual Wielding Speed
3323,47893,57774,Dual Wielding Speed,Dual Wielding Speed
3324,57774,49657,Dual Wielding Speed,Attribute
3325,3131,2394,Dual Wielding Speed,Blade Flurry
3326,34813,7218,All Attributes,Strength
3327,34813,62505,All Attributes,Intelligence
3328,34813,472,All Attributes,Dexterity
3329,34813,2847,All Attributes,Attribute
3330,7218,60203,Strength,Strength
3331,62505,32436,Intelligence,Intelligence
3332,32436,5332,Intelligence,Crystallised Immunities
3333,60203,5332,Strength,Crystallised Immunities
3334,472,3744,Dexterity,Dexterity
3335,3744,5332,Dexterity,Crystallised Immunities
3336,13542,27492,Loose Flesh,Recovery Mastery
3337,21540,27658,Life Recoup,Life Recoup
3338,12098,25913,,
3339,59474,61889,,
3340,23826,40407,,
3341,63843,12098,,
3342,25913,31717,,
3343,62674,59474,,
3344,61889,61500,,
3345,7046,57973,,
3346,57256,48546,,
3347,38949,23826,,
3348,40407,32222,,
3349,62386,63843,,
3350,62386,62674,,
3351,62386,7046,,
3352,62386,57256,,
3353,62386,38949,,
3354,19223,21755,Attack Damage,Attribute
3355,19223,53166,Attack Damage,Presence Area
3356,25213,19223,Attack Damage with nearby Ally,Attack Damage
3357,37872,28863,Presence Present,Attack Mastery
3358,21871,51847,Attack Damage with nearby Ally,Attack Damage and Accuracy
3359,21871,37872,Attack Damage with nearby Ally,Presence Present
3360,21871,25213,Attack Damage with nearby Ally,Attack Damage with nearby Ally
3361,51847,33974,Attack Damage and Accuracy,Attack Damage and Accuracy
3362,33974,31189,Attack Damage and Accuracy,Unexpected Finesse
3363,31189,28863,Unexpected Finesse,Attack Mastery
3364,64665,51847,Attack Damage and Accuracy,Attack Damage and Accuracy
3365,64665,21274,Attack Damage and Accuracy,Attribute
3366,26194,37872,Presence Area,Presence Present
3367,53166,26194,Presence Area,Presence Area
3368,50150,37279,Elemental Damage and Mana Regeneration,Elemental Damage and Mana Regeneration
3369,11873,50150,Elemental Damage and Mana Regeneration,Elemental Damage and Mana Regeneration
3370,11873,62677,Elemental Damage and Mana Regeneration,Attribute
3371,37279,41159,Elemental Damage and Mana Regeneration,Elemental Damage and Mana Regeneration
3372,41159,27434,Elemental Damage and Mana Regeneration,Archon of the Storm
3373,27434,15984,Archon of the Storm,Lightning Mastery
3374,51234,15991,Archon Effect,Embodiment of Lightning
3375,51234,27434,Archon Effect,Archon of the Storm
3376,15991,15984,Embodiment of Lightning,Lightning Mastery
3377,9485,60685,Attribute,Attribute
3378,27658,13542,Life Recoup,Loose Flesh
3379,7104,54733,Puppet Master chance,Puppet Master chance
3380,7104,14258,Puppet Master chance,Puppet Master chance
3381,54733,5314,Puppet Master chance,Attribute
3382,13123,62723,Puppet Master chance,Puppet Master chance
3383,62723,38732,Puppet Master chance,Attribute
3384,14258,13123,Puppet Master chance,Puppet Master chance
3385,25619,43562,Sand in the Eyes,Blind Chance
3386,42354,43562,Blinding Flash,Blind Chance
3387,42354,3660,Blinding Flash,Blind Chance
3388,23702,55802,Attack Speed,Attribute
3389,23702,57196,Attack Speed,Attack Speed
3390,23702,63445,Attack Speed,Attack Speed
3391,43562,3660,Blind Chance,Blind Chance
3392,3660,25619,Blind Chance,Sand in the Eyes
3393,3660,57196,Blind Chance,Attack Speed
3394,63445,43562,Attack Speed,Blind Chance
3395,59501,25619,Blind Mastery,Sand in the Eyes
3396,59501,42354,Blind Mastery,Blinding Flash
3397,35653,35653,Grenade Damage,Grenade Damage
3398,35653,65468,Grenade Damage,Repeating Explosives
3399,58109,14340,Attribute,Attribute
3400,22271,15083,Shock Chance,Power Conduction
3401,46124,37593,Arcane Remnants,Remnant Pickup Range
3402,63009,37593,Remnant Pickup Range,Remnant Pickup Range
3403,63739,37593,Vigorous Remnants,Remnant Pickup Range
3404,40783,11672,Attribute,Attribute
3405,40783,15358,Attribute,Minion Life and Minion Revive Speed
3406,40783,17711,Attribute,Spell Area of Effect
3407,40783,24035,Attribute,Elemental Damage
3408,40783,63009,Attribute,Remnant Pickup Range
3409,40783,21540,Attribute,Life Recoup
3410,38732,17107,Attribute,Spell Area Damage
3411,17107,11788,Spell Area Damage,Spell Area Damage
3412,40345,37991,Master of Hexes,Curse Effect
3413,40345,50540,Master of Hexes,Curse Mastery
3414,42290,38732,Curse Effect,Attribute
3415,52254,42290,Curse Effect,Curse Effect
3416,37991,52254,Curse Effect,Curse Effect
3417,50540,16499,Curse Mastery,Lingering Whispers
3418,17711,46989,Spell Area of Effect,Spell Area of Effect
3419,36639,62677,Curse Duration,Attribute
3420,36639,32009,Curse Duration,Curse Duration
3421,32009,36814,Curse Duration,Curse Duration
3422,16499,36814,Lingering Whispers,Curse Duration
3423,60685,1826,Attribute,Attribute
3424,18651,11736,Lightning Damage,Lightning Damage
3425,18651,63863,Lightning Damage,Lightning Damage
3426,55554,8821,Shock Chance,Lightning Damage
3427,55554,22271,Shock Chance,Shock Chance
3428,27853,52576,Damage vs Immobilised and Buildup,Damage vs Immobilised
3429,27853,3365,Damage vs Immobilised and Buildup,Immobilisation Buildup
3430,27853,58109,Damage vs Immobilised and Buildup,Attribute
3431,59289,22532,Immobilisation Buildup,Fearful Paralysis
3432,3365,59289,Immobilisation Buildup,Immobilisation Buildup
3433,52576,64550,Damage vs Immobilised,Damage vs Immobilised
3434,64550,22532,Damage vs Immobilised,Fearful Paralysis
3435,22532,60488,Fearful Paralysis,Trap Mastery
3436,33180,46989,Spell Area of Effect,Spell Area of Effect
3437,33180,60269,Spell Area of Effect,Roil
3438,11788,14355,Spell Area Damage,Spell Area Damage
3439,14355,8483,Spell Area Damage,Ruin
3440,60269,6588,Roil,Caster Mastery
3441,8483,6588,Ruin,Caster Mastery
3442,55802,2847,Attribute,Attribute
3443,55802,3717,Attribute,Crossbow Damage
3444,3717,19998,Crossbow Damage,Crossbow Damage
3445,3717,35653,Crossbow Damage,Grenade Damage
3446,21274,39298,Attribute,Attribute
3447,57190,27859,Doomsayer,Herald Damage
3448,27859,38694,Herald Damage,Herald Damage
3449,38694,22188,Herald Damage,Herald Reservation
3450,38763,27859,Herald Reservation,Herald Damage
3451,22188,38763,Herald Reservation,Herald Reservation
3452,22188,21274,Herald Reservation,Attribute
3453,62237,60116,Saqawal's Talon,Armour and Evasion Mastery
3454,59281,14394,Armour and Evasion,Armour and Evasion
3455,59281,1221,Armour and Evasion,Armour and Evasion
3456,59281,50124,Armour and Evasion,Armour and Evasion
3457,59281,58109,Armour and Evasion,Attribute
3458,14394,35743,Armour and Evasion,Saqawal's Hide
3459,1221,62237,Armour and Evasion,Saqawal's Talon
3460,1221,35743,Armour and Evasion,Saqawal's Hide
3461,50124,62237,Armour and Evasion,Saqawal's Talon
3462,35743,60116,Saqawal's Hide,Armour and Evasion Mastery
3463,26905,8821,Lightning Damage,Lightning Damage
3464,11736,62677,Lightning Damage,Attribute
3465,8821,63863,Lightning Damage,Lightning Damage
3466,28975,26905,Pure Power,Lightning Damage
3467,44683,5162,SIX,
3468,44683,45406,SIX,
3469,44683,50198,SIX,
3470,44683,11495,SIX,Martial Artist
3471,44683,9994,SIX,Master of the Elements
3472,44683,74,SIX,Acolyte of Chayula
3473,44683,52980,SIX,Evasion and Energy Shield
3474,50459,46990,RANGER,Deadeye
3475,50459,1583,RANGER,Pathfinder
3476,50459,24665,RANGER,
3477,50459,41736,RANGER,Amazon
3478,50459,63493,RANGER,Spirit Walker
3479,50459,36365,RANGER,Ritualist
3480,50459,13828,RANGER,Evasion
3481,50459,56651,RANGER,Projectile Damage
3482,1826,39037,Attribute,Attribute
3483,65468,61432,Repeating Explosives,Crossbow Mastery
3484,65468,25807,Repeating Explosives,Crossbow Reload Speed
3485,27785,63863,Lightning Penetration,Lightning Damage
3486,36293,27785,Lightning Penetration,Lightning Penetration
3487,36293,55708,Lightning Penetration,Electric Amplification
3488,13828,1140,Evasion,Attribute
3489,48030,62436,Energy Shield,Energy Shield
3490,6715,116,Energy Shield and Mana Regeneration,Insightfulness
3491,6715,41372,Energy Shield and Mana Regeneration,Energy Shield and Mana Regeneration
3492,62436,3215,Energy Shield,Melding
3493,116,44359,Insightfulness,Energy Shield Mastery
3494,3215,44359,Melding,Energy Shield Mastery
3495,41372,48030,Energy Shield and Mana Regeneration,Energy Shield
3496,47759,62677,Whispers of Doom,Attribute
3497,3995,12311,Crossbow Reload Speed,Crossbow Reload Speed
3498,12311,64119,Crossbow Reload Speed,Rapid Reload
3499,64119,33596,Rapid Reload,Crossbow Mastery
3500,18115,48856,Grenade Damage,Grenade Damage
3501,48856,17882,Grenade Damage,Volatile Grenades
3502,17882,33596,Volatile Grenades,Crossbow Mastery
3503,53996,9941,Melee Damage,Melee Damage
3504,53996,28556,Melee Damage,Attribute
3505,17686,53996,Melee Damage ,Melee Damage
3506,17686,43575,Melee Damage ,Melee Damage 
3507,43575,41512,Melee Damage ,Heavy Weaponry
3508,42736,60685,Attribute,Attribute
3509,60741,33922,Elemental Damage,Stripped Defences
3510,49804,24035,Exposure Effect,Elemental Damage
3511,6950,49804,Exposure Effect,Exposure Effect
3512,24035,60741,Elemental Damage,Elemental Damage
3513,33922,6950,Stripped Defences,Exposure Effect
3514,10909,16489,Attribute,Attribute
3515,10909,33053,Attribute,Projectile Damage
3516,16489,28556,Attribute,Attribute
3517,16489,49799,Attribute,Mana Flask Recovery
3518,56651,38143,Projectile Damage,Attribute
3519,19998,44430,Crossbow Damage,Crossbow Damage
3520,11672,47177,Attribute,Attribute
3521,11672,48030,Attribute,Energy Shield
3522,2486,63732,Stars Aligned,Damage against Enemies on Low Life
3523,2486,19341,Stars Aligned,Damage against Enemies on Low Life
3524,2486,58884,Stars Aligned,Two Hand Mastery
3525,11410,21755,Damage against Enemies on Low Life,Attribute
3526,22976,42250,Damage against Enemies on Low Life,Attribute
3527,56118,19341,Damage against Enemies on Low Life,Damage against Enemies on Low Life
3528,56118,22976,Damage against Enemies on Low Life,Damage against Enemies on Low Life
3529,61487,36596,Damage against Enemies on Low Life,Damage against Enemies on Low Life
3530,61487,19341,Damage against Enemies on Low Life,Damage against Enemies on Low Life
3531,61487,11410,Damage against Enemies on Low Life,Damage against Enemies on Low Life
3532,36596,45013,Damage against Enemies on Low Life,Finishing Blows
3533,36596,56118,Damage against Enemies on Low Life,Damage against Enemies on Low Life
3534,8440,45013,Damage against Enemies on Low Life,Finishing Blows
3535,63732,8440,Damage against Enemies on Low Life,Damage against Enemies on Low Life
3536,45013,58884,Finishing Blows,Two Hand Mastery
3537,48401,35987,Attribute,Blur
3538,48401,61312,Attribute,Attribute
3539,48401,10909,Attribute,Attribute
3540,15507,48401,Attribute,Attribute
3541,1140,15507,Attribute,Attribute
3542,9941,38888,Melee Damage,Unerring Impact
3543,38888,39116,Unerring Impact,Physical Mastery
3544,42076,17706,Mana Flask Charges Used,Mana Flask Charges Used
3545,46972,54783,Arcane Mixtures,Mana Mastery
3546,17706,46972,Mana Flask Charges Used,Arcane Mixtures
3547,58783,26520,Life Leech. Armour and Evasion while Leeching,Life Leech
3548,37190,35855,Life Leech,Fortifying Blood
3549,35855,48583,Fortifying Blood,Life Leech. Armour and Evasion while Leeching
3550,35855,35859,Fortifying Blood,Leech Mastery
3551,48583,58783,Life Leech. Armour and Evasion while Leeching,Life Leech. Armour and Evasion while Leeching
3552,26520,14340,Life Leech,Attribute
3553,26520,37190,Life Leech,Life Leech
3554,48846,44566,Lightning Damage,Lightning Rod
3555,6266,60085,Damage,Damage
3556,60085,55802,Damage,Attribute
3557,15839,60085,Ailment Duration,Damage
3558,11667,60085,Immobilisation Buildup,Damage
3559,1915,60085,Critical Chance,Damage
3560,48617,1915,Hunter,Critical Chance
3561,48617,11667,Hunter,Immobilisation Buildup
3562,48617,15839,Hunter,Ailment Duration
3563,48617,6266,Hunter,Damage
3564,48617,2978,Hunter,Trap Mastery
3565,30117,26383,Spell Critical Chance,Sunder the Flesh
3566,30117,8415,Spell Critical Chance,Sanguimancy
3567,25807,53683,Crossbow Reload Speed,Efficient Loading
3568,30555,53960,Attribute,Attribute
3569,4203,30555,Attribute,Attribute
3570,4203,42736,Attribute,Attribute
3571,4203,59603,Attribute,Life Recoup
3572,4203,49046,Attribute,Attribute
3573,4203,42076,Attribute,Mana Flask Charges Used
3574,14340,26786,Attribute,Attribute
3575,14340,26319,Attribute,Critical Chance
3576,58939,44608,Dispatch Foes,Critical Mastery
3577,26319,30990,Critical Chance,Critical Chance
3578,30990,58939,Critical Chance,Dispatch Foes
3579,2732,16790,Mana Cost Efficiency,Efficient Casting
3580,65393,2732,Mana Cost Efficiency,Mana Cost Efficiency
3581,65393,11672,Mana Cost Efficiency,Attribute
3582,52241,94,Mana on Kill,Efficient Killing
3583,58115,52241,Mana on Kill,Mana on Kill
3584,58115,11672,Mana on Kill,Attribute
3585,94,27234,Efficient Killing,Mana Mastery
3586,16790,27234,Efficient Casting,Mana Mastery
3587,49691,13828,Evasion,Evasion
3588,49691,31409,Evasion,Evasion
3589,49691,61106,Evasion,Movement Speed
3590,31409,50437,Evasion,Evasion
3591,50437,35987,Evasion,Blur
3592,61106,59653,Movement Speed,Movement Speed
3593,59653,35987,Movement Speed,Blur
3594,35987,32274,Blur,Evasion Mastery
3595,35987,19470,Blur,Life and Mana Flask Recovery
3596,35987,55397,Blur,Flask Charges Gained
3597,48551,52703,Spell Critical Chance,Gore Spike
3598,15876,7947,Energy Shield as Freeze Threshold,Energy Shield as Freeze Threshold
3599,15876,46554,Energy Shield as Freeze Threshold,Attribute
3600,7947,26061,Energy Shield as Freeze Threshold,Energy Shield as Freeze Threshold
3601,26061,4579,Energy Shield as Freeze Threshold,Unbothering Cold
3602,17672,38732,Attribute,Attribute
3603,17672,64427,Attribute,Infusion and Power Charge Duration
3604,11230,17672,Ritual Cadence,Attribute
3605,48290,55180,Minion Defence Mastery,Relentless Fallen
3606,48290,49088,Minion Defence Mastery,Splintering Force
3607,49088,17394,Splintering Force,Minion Stun Buildup
3608,47155,35896,Minion Damage,Attribute
3609,47155,63545,Minion Damage,Minion Damage
3610,47155,17394,Minion Damage,Minion Stun Buildup
3611,17394,45530,Minion Stun Buildup,Minion Stun Buildup
3612,45530,55180,Minion Stun Buildup,Relentless Fallen
3613,3443,14548,Minion Damage,Minion Life
3614,3443,63545,Minion Damage,Minion Damage
3615,3443,55180,Minion Damage,Relentless Fallen
3616,20861,8522,Invocation Spell Damage,Energy
3617,20861,45350,Invocation Spell Damage,Invocation Spell Damage
3618,20861,17672,Invocation Spell Damage,Attribute
3619,8522,26236,Energy,Energy
3620,26236,38069,Energy,Energy
3621,38069,338,Energy,Invocated Limit
3622,45350,3438,Invocation Spell Damage,Invocation Spell Damage
3623,338,20140,Invocated Limit,Caster Mastery
3624,24491,20140,Invocated Echoes,Caster Mastery
3625,3438,18856,Invocation Spell Damage,Invocation Spell Damage
3626,18856,24491,Invocation Spell Damage,Invocated Echoes
3627,7576,33866,Attack Damage,Attack Damage
3628,33866,49220,Attack Damage,Flow Like Water
3629,10364,44683,Skill Speed,SIX
3630,10364,55342,Skill Speed,Attribute
3631,10364,42857,Skill Speed,Skill Speed
3632,42857,20024,Skill Speed,Critical Damage
3633,42857,7576,Skill Speed,Attack Damage
3634,20024,44223,Critical Damage,Critical Damage
3635,55342,17248,Attribute,Attribute
3636,17248,53960,Attribute,Attribute
3637,49220,10429,Flow Like Water,Trap Mastery
3638,49220,44223,Flow Like Water,Critical Damage
3639,49220,53960,Flow Like Water,Attribute
3640,49220,21336,Flow Like Water,Evasion and Energy Shield
3641,49220,36778,Flow Like Water,Shock Chance
3642,39298,38814,Attribute,Attribute
3643,39298,3995,Attribute,Crossbow Reload Speed
3644,39298,18115,Attribute,Grenade Damage
3645,39298,1019,Attribute,Armour and Evasion
3646,10998,21438,Strong Chin,Armour and Evasion
3647,10998,62235,Strong Chin,Armour and Evasion Mastery
3648,9736,61318,Insulated Treads,Armour and Evasion
3649,9736,62235,Insulated Treads,Armour and Evasion Mastery
3650,61396,10998,Armour and Evasion,Strong Chin
3651,61318,61396,Armour and Evasion,Armour and Evasion
3652,2843,61396,Tolerant Equipment,Armour and Evasion
3653,2843,61318,Tolerant Equipment,Armour and Evasion
3654,2843,62235,Tolerant Equipment,Armour and Evasion Mastery
3655,1019,45037,Armour and Evasion,Armour and Evasion
3656,45037,9736,Armour and Evasion,Insulated Treads
3657,21438,1019,Armour and Evasion,Armour and Evasion
3658,7062,16680,Reusable Ammunition,Crossbow Reload Speed
3659,7062,61432,Reusable Ammunition,Crossbow Mastery
3660,16680,48137,Crossbow Reload Speed,Crossbow Reload Speed
3661,48137,33887,Crossbow Reload Speed,Full Salvo
3662,33887,61432,Full Salvo,Crossbow Mastery
3663,43155,7062,Crossbow Critical Chance,Reusable Ammunition
3664,31763,43155,Crossbow Critical Chance,Crossbow Critical Chance
3665,33415,31763,Crossbow Critical Chance,Crossbow Critical Chance
3666,6178,33415,Power Shots,Crossbow Critical Chance
3667,64726,46296,Projectile Mastery,Short Shot
3668,64726,38479,Projectile Mastery,Close Confines
3669,19573,38479,Projectile Pierce,Close Confines
3670,19573,19342,Projectile Pierce,Projectile Damage
3671,38479,17553,Close Confines,Projectile Pierce
3672,19342,17553,Projectile Damage,Projectile Pierce
3673,19342,46296,Projectile Damage,Short Shot
3674,19342,27493,Projectile Damage,Projectile Damage
3675,27493,17118,Projectile Damage,Attribute
3676,53683,30082,Efficient Loading,Crossbow Reload Speed
3677,53683,61432,Efficient Loading,Crossbow Mastery
3678,44430,7062,Crossbow Damage,Reusable Ammunition
3679,44343,55276,Attribute,Attribute
3680,55276,13411,Attribute,Attribute
3681,52980,18970,Evasion and Energy Shield,Evasion and Energy Shield
3682,52980,44343,Evasion and Energy Shield,Attribute
3683,17366,29361,Evasion and Energy Shield,Evasion and Energy Shield
3684,18970,17366,Evasion and Energy Shield,Evasion and Energy Shield
3685,18970,11938,Evasion and Energy Shield,Mana Regeneration
3686,11938,39964,Mana Regeneration,Mana Regeneration
3687,39964,48198,Mana Regeneration,Step Like Mist
3688,48198,29361,Step Like Mist,Evasion and Energy Shield
3689,48198,65437,Step Like Mist,Energy Shield Delay
3690,48198,40068,Step Like Mist,Freeze Buildup
3691,48198,1215,Step Like Mist,Evasion and Energy Shield Mastery
3692,48198,13411,Step Like Mist,Attribute
3693,21779,57204,Critical Damage,Critical Exploit
3694,9185,60107,Critical Chance,Critical Chance
3695,40760,21779,Critical Chance,Critical Damage
3696,40760,9185,Critical Chance,Critical Chance
3697,40760,47177,Critical Chance,Attribute
3698,60107,57204,Critical Chance,Critical Exploit
3699,57204,47833,Critical Exploit,Critical Mastery
3700,19779,63891,Chaos Damage,Chaos Damage
3701,63891,63074,Chaos Damage,Dark Entries
3702,42999,4925,Chaos Damage,Chaos Damage
3703,4925,19779,Chaos Damage,Chaos Damage
3704,35660,18548,Attack Speed,Attack Speed
3705,18548,28992,Attack Speed,Honed Instincts
3706,4313,28992,Projectile Damage,Honed Instincts
3707,35234,35660,Projectile Damage,Attack Speed
3708,35234,6789,Projectile Damage,Projectile Damage
3709,35234,56651,Projectile Damage,Projectile Damage
3710,6789,4313,Projectile Damage,Projectile Damage
3711,28992,62628,Honed Instincts,Projectile Mastery
3712,28992,43923,Honed Instincts,Accuracy
3713,17726,33053,Stun Buildup,Projectile Damage
3714,11826,17726,Heavy Ammunition,Stun Buildup
3715,11315,48846,Lightning Damage,Lightning Damage
3716,51892,59387,Infusion and Power Charge Duration,Infusion of Power
3717,51892,64427,Infusion and Power Charge Duration,Infusion and Power Charge Duration
3718,51892,44188,Infusion and Power Charge Duration,Infusion and Power Charge Duration
3719,44188,64427,Infusion and Power Charge Duration,Infusion and Power Charge Duration
3720,23153,23996,Ballista Damage,Ballista Damage
3721,23153,39298,Ballista Damage,Attribute
3722,57785,31112,Trained Turrets,Ballista Critical Strike
3723,57785,56897,Trained Turrets,Ballista Critical Damage
3724,23996,63828,Ballista Damage,Ballista Critical Strike and Damage
3725,23996,57785,Ballista Damage,Trained Turrets
3726,30082,43155,Crossbow Reload Speed,Crossbow Critical Chance
3727,46554,62677,Attribute,Attribute
3728,46554,36379,Attribute,Mana Regeneration
3729,46554,10131,Attribute,Attribute
3730,46554,42999,Attribute,Chaos Damage
3731,48611,4271,Minion Resistances,Minion Resistances
3732,48611,46554,Minion Resistances,Attribute
3733,4271,62887,Minion Resistances,Living Death
3734,4271,33225,Minion Resistances,Minion Fire Resistance
3735,4271,61768,Minion Resistances,Minion Cold Resistance
3736,4271,63926,Minion Resistances,Minion Lightning Resistance
3737,62887,41225,Living Death,Minion Defence Mastery
3738,61432,6178,Crossbow Mastery,Power Shots
3739,44255,28573,Minion Revive Speed,Minion Revive Speed
3740,14548,59541,Minion Life,Necrotised Flesh
3741,59541,28573,Necrotised Flesh,Minion Revive Speed
3742,59541,56926,Necrotised Flesh,Minion Defence Mastery
3743,10320,14548,Minion Life,Minion Life
3744,15358,10320,Minion Life and Minion Revive Speed,Minion Life
3745,15358,44255,Minion Life and Minion Revive Speed,Minion Revive Speed
3746,41905,56926,Gravedigger,Minion Defence Mastery
3747,41905,44255,Gravedigger,Minion Revive Speed
3748,33059,2841,Back in Action,Life Mastery
3749,39839,20205,Stun Threshold if no recent Stun,Stun Threshold if no recent Stun
3750,39839,14340,Stun Threshold if no recent Stun,Attribute
3751,20205,33059,Stun Threshold if no recent Stun,Back in Action
3752,48568,16489,Attribute,Attribute
3753,49046,8569,Attribute,Attribute
3754,62159,59603,Life Recoup,Life Recoup
3755,57110,62159,Infused Flesh,Life Recoup
3756,57110,46561,Infused Flesh,Recovery Mastery
3757,16460,28992,Attribute,Honed Instincts
3758,16460,6772,Attribute,Attribute
3759,43746,16460,Attribute,Attribute
3760,43746,38143,Attribute,Attribute
3761,57810,40073,Shock Chance,Drenched
3762,5961,54675,Lightning Damage,Lightning Damage
3763,5961,11315,Lightning Damage,Lightning Damage
3764,54675,58814,Lightning Damage,Attribute
3765,58329,56360,Attribute,Power Charge Duration
3766,58329,61196,Attribute,Attribute
3767,58329,56638,Attribute,Stun Threshold if not Stunned recently
3768,31950,58329,Attribute,Attribute
3769,31950,8569,Attribute,Attribute
3770,31950,21080,Attribute,Freeze Buildup
3771,31950,7405,Attribute,Shock Effect and Mana Regeneration
3772,8569,47177,Attribute,Attribute
3773,8569,55507,Attribute,Elemental Damage
3774,8569,46034,Attribute,Attribute
3775,8569,8540,Attribute,Curse Area
3776,3610,42683,,
3777,40548,3198,,
3778,467,3610,,
3779,42683,27311,,
3780,33436,43326,,
3781,47676,16700,,
3782,2375,429,,
3783,35088,48446,,
3784,62573,40548,,
3785,3198,36503,,
3786,10889,467,,
3787,10889,33436,,
3788,10889,47676,,
3789,10889,2375,,
3790,10889,35088,,
3791,10889,62573,,
3792,39987,18913,Chaos Damage and Duration,Chaos Damage and Duration
3793,39987,47177,Chaos Damage and Duration,Attribute
3794,12419,56063,Chaos Damage and Duration,Lingering Horror
3795,18913,12419,Chaos Damage and Duration,Chaos Damage and Duration
3796,4844,33053,Projectile Damage,Projectile Damage
3797,50795,58013,Careful Aim,Projectile Damage
3798,50795,20744,Careful Aim,Projectile Mastery
3799,58013,4844,Projectile Damage,Projectile Damage
3800,26383,48551,Sunder the Flesh,Spell Critical Chance
3801,8415,62388,Sanguimancy,Bleed on Critical Chance
3802,8415,3165,Sanguimancy,Life
3803,8415,30071,Sanguimancy,Curse Effect
3804,8415,59342,Sanguimancy,Life Leech
3805,8415,47442,Sanguimancy,Life Flasks
3806,56162,50192,Grasping Wounds,Life
3807,62388,26282,Bleed on Critical Chance,Blood Barbs
3808,30071,27667,Curse Effect,Whispers of the Flesh
3809,59342,23416,Life Leech,Vitality Siphon
3810,47442,65518,Life Flasks,Sanguine Tides
3811,59822,8415,Blood Mage,Sanguimancy
3812,53266,13576,Lightning Skill Speed,Lightning Skill Speed
3813,53266,20387,Lightning Skill Speed,Shock Chance
3814,53266,53560,Lightning Skill Speed,Lightning Skill Chain Chance
3815,46224,24045,Arcane Alchemy,Mana Flask Recovery
3816,46224,45019,Arcane Alchemy,Flask Mastery
3817,49799,46224,Mana Flask Recovery,Arcane Alchemy
3818,26786,64352,Attribute,Lightning Damage
3819,26786,48568,Attribute,Attribute
3820,18882,24045,Attribute,Mana Flask Recovery
3821,18882,26786,Attribute,Attribute
3822,18882,30047,Attribute,Attribute
3823,18882,29941,Attribute,Incision Chance
3824,5295,5961,Lightning Penetration,Lightning Damage
3825,50485,22959,Zone of Control,Curse Mastery
3826,28229,50485,Curse Area,Zone of Control
