node_key,skill,id,name,type,ascendancy_id,group,orbit,orbit_index,x,y,stats,stat_count,recipe,flavour_text,reminder_text,granted_passive_points,granted_skill_name,granted_skill_type_line,granted_skill_base_type,is_notable,is_keystone,is_mastery,is_jewel_socket,is_ascendancy_start,is_generic_attribute,keystones_in_radius,out,in,edges,icon,active_effect_image,extra_json
5098,5098,banners21,Banner Area,small,,667,2,10,-1863.48,6000.56,[Banner] Skills have 12% increased Area of Effect,1,,,,,,,,,,,,,,,16385|41651,,2570|2571,Art/2DArt/SkillIcons/passives/BannerResourceAreaNode.png,,
3367,3367,voices_jewel_slot5,[SinisterJewelSockets|Sinister] [Jewel] Socket,jewel_socket,,668,0,0,-1941.19,-330.325,,0,,,,,,,,,,,true,,,,,,,Art/2DArt/SkillIcons/passives/MasteryBlank.png,,"{""isBlighted"":true}"
20119,20119,mastery_minion_offence_6620_,Minion Offence Mastery,mastery,,669,0,0,-1940.55,-8386.27,,0,,,,,,,,,,true,,,,,,31175|30720|18485,2576|2579|2584,Art/2DArt/SkillIcons/passives/MasteryGroupMinions.png,Art/2DArt/UIImages/InGame/PassiveMastery/MasteryBackgroundGraphic/MasteryMinionOffencePattern.png,
18160,18160,minion_offence29,Minion Critical Chance,small,,669,7,14,-2065.55,-8169.77,[Minion|Minions] have 20% increased [Critical|Critical Hit Chance],1,,,,,,,,,,,,,,42680,26945,22783,2577|2572,Art/2DArt/SkillIcons/passives/miniondamageBlue.png,,
15809,15809,minion_offence30_,Minion Critical Chance,small,,669,3,22,-2107.54,-8675.53,[Minion|Minions] have 20% increased [Critical|Critical Hit Chance],1,,,,,,,,,,,,,,42680,31175|26945|18485,54036,2581|2573|2574|2575,Art/2DArt/SkillIcons/passives/miniondamageBlue.png,,
26945,26945,minion_offence31,Minion Critical Chance,small,,669,2,17,-2098.96,-8343.83,[Minion|Minions] have 20% increased [Critical|Critical Hit Chance],1,,,,,,,,,,,,,,42680,,18160|15809,2572|2574,Art/2DArt/SkillIcons/passives/miniondamageBlue.png,,
31175,31175,minion_offence33_,Grip of Evil,notable,,669,2,22,-2022.55,-8528.3,[Minion|Minions] have 40% increased [CriticalDamageBonus|Critical Damage Bonus],1,ConcentratedLiquidIsolation|LiquidDespair|DilutedLiquidIre,,,,,,,true,,,,,,42680,20119,15809,2573|2576,Art/2DArt/SkillIcons/passives/miniondamageBlue.png,,
22783,22783,minion_reservation1,Minion Damage,small,,669,7,10,-1815.55,-8169.77,[Minion|Minions] deal 10% increased Damage,1,,,,,,,,,,,,,,42680,18160|17501,15885,2686|2577|2578,Art/2DArt/SkillIcons/passives/MinionsandManaNode.png,,
30720,30720,minion_reservation14,Entropic Incarnation,notable,,669,2,2,-1858.55,-8528.3,[Minion|Minions] have +13% to [Chaos] [Resistances|Resistance]|[Minion|Minions] gain 10% of [Physical|Physical] Damage as [Chaos|Chaos] Damage,2,ConcentratedLiquidSuffering|ConcentratedLiquidSuffering|LiquidEnvy,,,,,,,true,,,,,,42680,20119,54036,2580|2579,Art/2DArt/SkillIcons/passives/MinionsandManaNode.png,,
54036,54036,minion_reservation4,Minion Damage,small,,669,3,2,-1773.55,-8675.53,[Minion|Minions] deal 10% increased Damage,1,,,,,,,,,,,,,,42680,30720|15809|17501|18485,,2580|2581|2582|2583,Art/2DArt/SkillIcons/passives/MinionsandManaNode.png,,
17501,17501,minion_reservation5,Minion Damage,small,,669,2,7,-1782.13,-8343.83,[Minion|Minions] deal 10% increased Damage,1,,,,,,,,,,,,,,42680,,22783|54036,2578|2582,Art/2DArt/SkillIcons/passives/MinionsandManaNode.png,,
18485,18485,volatility1,Unstable Bond,notable,,669,3,0,-1940.55,-8720.27,Gain 3 [Volatility] when an [Allies|Allied] [Persistent] [Reviving] [Minion] is [MinionDeath|Killed],1,LiquidEnvy|DilutedLiquidGuilt|LiquidDespair,,,,,,,true,,,,,,42680,20119,15809|54036,2575|2583|2584,Art/2DArt/SkillIcons/passives/CursemitigationclusterNode.png,,
39087,39087,voices_jewel_slot4,[SinisterJewelSockets|Sinister] [Jewel] Socket,jewel_socket,,670,0,0,-1940.44,-177.335,,0,,,,,,,,,,,true,,,,,,,Art/2DArt/SkillIcons/passives/MasteryBlank.png,,"{""isBlighted"":true}"
23960,23960,voices_jewel_slot3__,[SinisterJewelSockets|Sinister] [Jewel] Socket,jewel_socket,,671,0,0,-1938.69,-17.005,,0,,,,,,,,,,,true,,,,,,,Art/2DArt/SkillIcons/passives/MasteryBlank.png,,"{""isBlighted"":true}"
26178,26178,voices_jewel_slot2,[SinisterJewelSockets|Sinister] [Jewel] Socket,jewel_socket,,672,0,0,-1938.53,141.445,,0,,,,,,,,,,,true,,,,,,,Art/2DArt/SkillIcons/passives/MasteryBlank.png,,"{""isBlighted"":true}"
62152,62152,voices_jewel_slot1,[SinisterJewelSockets|Sinister] [Jewel] Socket,jewel_socket,,673,0,0,-1936.2,295.595,,0,,,,,,,,,,,true,,,,,,,Art/2DArt/SkillIcons/passives/MasteryBlank.png,,"{""isBlighted"":true}"
50626,50626,energy_shield_and_armour1,Armour and Energy Shield,small,,674,2,7,-1769.35,-1379.74,+10 to [Armour]|+5 to maximum [EnergyShield|Energy Shield],2,,,,,,,,,,,,,,,32597,13855,2738|2585,Art/2DArt/SkillIcons/passives/ArmourAndEnergyShieldNode.png,,
32597,32597,energy_shield_and_armour2,Armour and Energy Shield,small,,674,2,3,-1811.8,-1538.15,12% increased [Armour]|12% increased maximum [EnergyShield|Energy Shield],2,,,,,,,,,,,,,,,12777,50626,2585|2586,Art/2DArt/SkillIcons/passives/ArmourAndEnergyShieldNode.png,,
12777,12777,energy_shield_and_armour3,Armour and Energy Shield,small,,674,2,23,-1970.21,-1580.6,12% increased [Armour]|12% increased maximum [EnergyShield|Energy Shield],2,,,,,,,,,,,,,,,28950,32597,2586|2587,Art/2DArt/SkillIcons/passives/ArmourAndEnergyShieldNode.png,,
3918,3918,mana3,Mana Regeneration,small,,674,2,15,-2043.73,-1306.22,10% increased Mana Regeneration Rate,1,,,,,,,,,,,,,,,59695,54708,2590|2588,Art/2DArt/SkillIcons/passives/manaregeneration.png,,
54708,54708,mana_regeneration1,Mana Regeneration,small,,674,2,11,-1885.32,-1263.77,10% increased Mana Regeneration Rate,1,,,,,,,,,,,,,,,13855|3918,,2589|2590,Art/2DArt/SkillIcons/passives/manaregeneration.png,,
59695,59695,mana_regeneration9,Mana Regeneration,small,,674,2,19,-2086.18,-1464.63,10% increased Mana Regeneration Rate,1,,,,,,,,,,,,,,,28950,3918,2588|2591,Art/2DArt/SkillIcons/passives/manaregeneration.png,,
44948,44948,mastery_mana160,Mana Mastery,mastery,,675,0,0,-1923.59,-1417.27,,0,,,,,,,,,,true,,,,,,28950,2466,Art/2DArt/SkillIcons/passives/MasteryGroupMana.png,Art/2DArt/UIImages/InGame/PassiveMastery/MasteryBackgroundGraphic/MasteryManaPattern.png,
7424,7424,energy_shield29,Energy Shield,small,,676,4,0,-1909.32,-6963.67,15% increased maximum [EnergyShield|Energy Shield],1,,,,,,,,,,,,,,,36994|1823,11679,2445|2592|2593,Art/2DArt/SkillIcons/passives/energyshield.png,,
27491,27491,energy_shield38,Heavy Buffer,notable,,676,4,24,-1486.69,-6231.67,40% increased maximum [EnergyShield|Energy Shield]|5% of Damage taken bypasses [EnergyShield|Energy Shield],2,DilutedLiquidGreed|LiquidParanoia|ConcentratedLiquidIsolation,,,,,,,true,,,,,,,3471,36994|4061,2596|2598|2594,Art/2DArt/SkillIcons/passives/energyshield.png,,
1823,1823,energy_shield39,Illuminated Crown,notable,,676,4,60,-2331.94,-6719.67,20% increased [LightRadius|Light Radius]|70% increased [EnergyShield|Energy Shield] from Equipped Helmet,2,ConcentratedLiquidSuffering|LiquidParanoia|ConcentratedLiquidSuffering,,,,,,,true,,,,,,49363,3471,7424|25363,2593|2601|2595,Art/2DArt/SkillIcons/passives/energyshield.png,,
36994,36994,energy_shield41,Energy Shield,small,,676,4,12,-1486.69,-6719.67,15% increased maximum [EnergyShield|Energy Shield],1,,,,,,,,,,,,,,,27491,7424,2592|2596,Art/2DArt/SkillIcons/passives/energyshield.png,,
29432,29432,energy_shield42__,Energy Shield,small,,676,4,48,-2331.94,-6231.67,15% increased maximum [EnergyShield|Energy Shield],1,,,,,,,,,,,,,,49363,4061,44733,2063|2597,Art/2DArt/SkillIcons/passives/energyshield.png,,
4061,4061,energy_shield43,Energy Shield,small,,676,4,36,-1909.32,-5987.67,15% increased maximum [EnergyShield|Energy Shield],1,,,,,,,,,,,,,,,27491,29432|44098,2597|2603|2598,Art/2DArt/SkillIcons/passives/energyshield.png,,
3471,3471,mastery_energyshield104,Energy Shield Mastery,mastery,,676,0,0,-1909.32,-6475.67,,0,,,,,,,,,,true,,,,,,27491|1823|34531,2594|2595|2599,Art/2DArt/SkillIcons/passives/MasteryGroupEnergyShield.png,Art/2DArt/UIImages/InGame/PassiveMastery/MasteryBackgroundGraphic/MasteryEnergyPattern.png,
34531,34531,stun_threshold_from_energy_shield12,Hallowed,notable,,676,7,4,-1692.81,-6600.67,Gain additional [AilmentThreshold|Ailment Threshold] equal to 20% of maximum [EnergyShield|Energy Shield]|Gain additional [StunThreshold|Stun Threshold] equal to 20% of maximum [EnergyShield|Energy Shield],2,LiquidDespair|LiquidDisgust|LiquidDisgust,,,,,,,true,,,,,,,3471,25363|44098,2602|2604|2599,Art/2DArt/SkillIcons/passives/EnergyShieldNode.png,,
25363,25363,stun_threshold_from_energy_shield7,Stun and Ailment Threshold from Energy Shield,small,,676,7,20,-2125.82,-6600.67,Gain additional [AilmentThreshold|Ailment Threshold] equal to 8% of maximum [EnergyShield|Energy Shield]|Gain additional [StunThreshold|Stun Threshold] equal to 8% of maximum [EnergyShield|Energy Shield],2,,,,,,,,,,,,,,49363,44098|1823|34531,,2600|2601|2602,Art/2DArt/SkillIcons/passives/EnergyShieldNode.png,,
44098,44098,stun_threshold_from_energy_shield8,Stun and Ailment Threshold from Energy Shield,small,,676,7,12,-1909.32,-6225.67,Gain additional [AilmentThreshold|Ailment Threshold] equal to 8% of maximum [EnergyShield|Energy Shield]|Gain additional [StunThreshold|Stun Threshold] equal to 8% of maximum [EnergyShield|Energy Shield],2,,,,,,,,,,,,,,,4061|34531,25363,2600|2603|2604,Art/2DArt/SkillIcons/passives/EnergyShieldNode.png,,
3041,3041,attributes2,Attribute,attribute,,677,3,10,-1725.34,-3004.79,+5 to any [Attributes|Attribute],1,,,,,,,,,,,,,true,,59795|858|19240,53697,2612|2605|2606|2607,Art/2DArt/SkillIcons/passives/plusattribute.png,,
47555,47555,intelligence13,Attribute,attribute,,677,6,22,-1103.94,-3007.09,+5 to any [Attributes|Attribute],1,,,,,,,,,,,,,true,,51184|18407|39886,53697,2611|2608|2609|2610,Art/2DArt/SkillIcons/passives/plusattribute.png,,
53697,53697,intelligence26,Attribute,attribute,,677,5,26,-1389.05,-2871.73,+5 to any [Attributes|Attribute],1,,,,,,,,,,,,,true,,47555|3041,,2611|2612,Art/2DArt/SkillIcons/passives/plusattribute.png,,
10156,10156,intelligence29,Attribute,attribute,,677,6,38,-2038.04,-2467.79,+5 to any [Attributes|Attribute],1,,,,,,,,,,,,,true,,6744,53396|28950|59795,2384|2464|2614|2613,Art/2DArt/SkillIcons/passives/plusattribute.png,,
59795,59795,strength95,Attribute,attribute,,677,5,33,-1722.3,-2659.43,+5 to any [Attributes|Attribute],1,,,,,,,,,,,,,true,,10156,3041|11861,2605|2709|2614,Art/2DArt/SkillIcons/passives/plusattribute.png,,
13942,13942,armour28_,Armour,small,,678,3,3,-1627.31,6429.16,15% increased [Armour],1,,,,,,,,,,,,,,,65023,18186,2616|2615,Art/2DArt/SkillIcons/passives/dmgreduction.png,,
65023,65023,armour36,Impenetrable Shell,notable,,678,3,6,-1529.48,6665.33,Defend with 150% of [Armour] against [HitDamage|Hits] from Enemies that are further than 6m away,1,LiquidParanoia|LiquidParanoia|DilutedLiquidIre,,,,,,,true,,,,,,,,13942,2615,Art/2DArt/SkillIcons/passives/dmgreduction.png,,
18186,18186,armour9,Armour,small,,678,3,0,-1863.48,6331.33,15% increased [Armour],1,,,,,,,,,,,,,,,13942,46475,2622|2616,Art/2DArt/SkillIcons/passives/dmgreduction.png,,
6626,6626,armour_and_evasion10,Armour and Evasion,small,,678,2,21,-1979.45,6549.37,12% increased [Armour] and [Evasion] Rating,1,,,,,,,,,,,,,,,46475,32354,2618|2617,Art/2DArt/SkillIcons/passives/ArmourAndEvasionNode.png,,
32354,32354,armour_and_evasion12,Defiance,notable,,678,0,0,-1863.48,6665.33,20% increased [Armour] and [Evasion] Rating|80% increased [Armour] and [Evasion] Rating when on [LowLife|Low Life],2,LiquidEnvy|DilutedLiquidGuilt|DilutedLiquidIre,,,,,,,true,,,,,,,6626,34433,2619|2618,Art/2DArt/SkillIcons/passives/ArmourAndEvasionNode.png,,
34433,34433,armour_and_evasion18,Armour and Evasion,small,,678,2,9,-1747.52,6781.3,12% increased [Armour] and [Evasion] Rating,1,,,,,,,,,,,,,,,32354,24009,2620|2619,Art/2DArt/SkillIcons/passives/ArmourAndEvasionNode.png,,
24009,24009,armour_and_evasion19,Armour and Evasion,small,,678,4,27,-1518.42,7010.4,12% increased [Armour] and [Evasion] Rating,1,,,,,,,,,,,,,,,34433|21755,16744,2625|2620|2621,Art/2DArt/SkillIcons/passives/ArmourAndEvasionNode.png,,
46475,46475,armour_and_evasion20_,Armour and Evasion,small,,678,4,63,-2208.55,6320.27,12% increased [Armour] and [Evasion] Rating,1,,,,,,,,,,,,,,,18186|51299|16385,6626,2617|2622|2623|2624,Art/2DArt/SkillIcons/passives/ArmourAndEvasionNode.png,,
16744,16744,evasion25,Evasion,small,,678,3,12,-1863.48,6999.33,15% increased [Evasion|Evasion Rating],1,,,,,,,,,,,,,,,24009|24748,,2625|2626,Art/2DArt/SkillIcons/passives/evade.png,,
4716,4716,evasion35,Afterimage,notable,,678,3,18,-2197.48,6665.33,60% increased [Evasion|Evasion Rating] if you have Hit an Enemy [Recently]|5% reduced Movement Speed Penalty from using Skills while moving,2,DilutedLiquidGuilt|DilutedLiquidGreed|LiquidDisgust,,,,,,,true,,,,,,,,24748,2627,Art/2DArt/SkillIcons/passives/evade.png,,
24748,24748,evasion36,Evasion,small,,678,3,15,-2099.66,6901.51,15% increased [Evasion|Evasion Rating],1,,,,,,,,,,,,,,,4716,16744,2626|2627,Art/2DArt/SkillIcons/passives/evade.png,,
3685,3685,all_attributes11,All Attributes,small,,679,7,18,-2038.73,10569,+3 to all [Attributes|Attributes],1,,,,,,,,,,,,,,28492,32151,44983,2630|2628,Art/2DArt/SkillIcons/passives/Ascendants/SkillPoint.png,,"{""grantedStrength"":3,""grantedDexterity"":3,""grantedIntelligence"":3}"
55700,55700,all_attributes4,All Attributes,small,,679,2,8,-1646.71,10651,+3 to all [Attributes|Attributes],1,,,,,,,,,,,,,,28492,44983,54099,2742|2629,Art/2DArt/SkillIcons/passives/Ascendants/SkillPoint.png,,"{""grantedStrength"":3,""grantedDexterity"":3,""grantedIntelligence"":3}"
44983,44983,all_attributes5,All Attributes,small,,679,2,22,-1870.73,10427,+3 to all [Attributes|Attributes],1,,,,,,,,,,,,,,28492,3685,55700,2629|2630,Art/2DArt/SkillIcons/passives/Ascendants/SkillPoint.png,,"{""grantedStrength"":3,""grantedDexterity"":3,""grantedIntelligence"":3}"
32151,32151,attributes99,Crystalline Resistance,notable,,679,4,60,-2211.36,10325,"+1% to all [MaximumResistances|Maximum Elemental Resistances] if you have at
least 5 Red, Green and Blue [SupportGem|Support Gems] Socketed",1,ConcentratedLiquidIsolation|ConcentratedLiquidFear|LiquidDespair,,,,,,,true,,,,,,28492,,3685,2628,Art/2DArt/SkillIcons/passives/Gemling/GemlingNode.png,,
7628,7628,strength38,Attribute,attribute,,680,6,30,-1349.51,4633.49,+5 to any [Attributes|Attribute],1,,,,,,,,,,,,,true,,41646|55231,36170|44707|28370,2714|2753|3146|2631|2632,Art/2DArt/SkillIcons/passives/plusattribute.png,,
33369,33369,passive_keystone_vaal_pact,Vaal Pact,keystone,,681,0,0,-1760.47,8417.92,"50% more amount of [LifeLeech|Life Leeched]
[LifeLeech|Leech Life] 67% less quickly
Cannot Recover Life other than from [LifeLeech|Leech]
[LifeLeech|Life Leech] effects are not removed when [Reservation|Unreserved] Life is Filled",1,,"My ancestral pact was sealed. Forevermore, I would gain sustenance|only from the ravaged flesh of my enemies.",,,,,,,true,,,,,,,2864,2522,Art/2DArt/SkillIcons/passives/vaalpact.png,,
61170,61170,ground1,Fire Damage,small,,682,1,3,-1649.48,-9989.29,10% increased [Fire] Damage,1,,,,,,,,,,,,,,,27186,25763|45497,2634|2719|2633,Art/2DArt/SkillIcons/passives/firedamage.png,,
25763,25763,ground2,Fire Damage,small,,682,2,12,-1731.48,-9825.29,10% increased [Fire] Damage,1,,,,,,,,,,,,,,,61170|62963,,2634|2635,Art/2DArt/SkillIcons/passives/firedamage.png,,
27186,27186,ground3,Ignite Effect on You,small,,682,2,0,-1731.48,-10153.3,10% reduced [BuffMagnitude|Magnitude] of [Ignite|Ignite] on you,1,,,,,,,,,,,,,,,62963,61170,2633|2636,Art/2DArt/SkillIcons/passives/firedamage.png,,
62963,62963,ground5,Flamewalker,notable,,682,7,18,-1981.48,-9989.29,40% reduced [BuffMagnitude|Magnitude] of [Ignite|Ignite] on you|[Gain] 15% of Damage as Extra [Fire] Damage while on [IgnitedGround|Ignited Ground],2,ConcentratedLiquidSuffering|ConcentratedLiquidFear|DilutedLiquidGreed,,,,,,,true,,,,,,39935,14601,25763|27186,2635|2636|2637,Art/2DArt/SkillIcons/passives/flameborn.png,,
43647,43647,mastery_minionoffence188,Minion Offence Mastery,mastery,,683,2,17,-1840.76,-9104.81,,0,,,,,,,,,,true,,,,,32507,,2638,Art/2DArt/SkillIcons/passives/MinionMastery.png,Art/2DArt/UIImages/InGame/PassiveMastery/MasteryBackgroundGraphic/MasteryMinionOffencePattern.png,
32727,32727,physical20,Armour Break,small,,683,2,23,-1724.79,-9305.67,[ArmourBreak|Break] [Armour] on [Critical|Critical Hit] with [Spell|Spells] equal to 5% of [Physical|Physical] Damage dealt,1,,,,,,,,,,,,,,42680,,53524|12851,2639|2641,Art/2DArt/SkillIcons/WitchBoneStorm.png,,
53524,53524,physical21,Armour Break,small,,683,7,19,-1923.83,-9211.96,[ArmourBreak|Break] [Armour] on [Critical|Critical Hit] with [Spell|Spells] equal to 5% of [Physical|Physical] Damage dealt,1,,,,,,,,,,,,,,42680,32727,37608,2645|2639,Art/2DArt/SkillIcons/WitchBoneStorm.png,,
32507,32507,physical31,Cut to the Bone,notable,,683,0,0,-1682.34,-9147.25,[ArmourBreak|Break] [Armour] on [Critical|Critical Hit] with [Spell|Spells] equal to 10% of [Physical|Physical] Damage dealt|20% increased [BuffMagnitude|Magnitude] of [Impale]s inflicted with Spells|20% increased [Physical] Damage,3,LiquidDespair|LiquidEnvy|ConcentratedLiquidIsolation,,,,,,,true,,,,,,42680,,43647|12851,2638|2640,Art/2DArt/SkillIcons/WitchBoneStorm.png,,
12851,12851,physical6,Physical Damage,small,,683,7,5,-1440.86,-9211.96,10% increased [Physical] Damage,1,,,,,,,,,,,,,,42680,32507|32727,52973,2643|2640|2641,Art/2DArt/SkillIcons/WitchBoneStorm.png,,
57555,57555,physical7,Impale Chance,small,,683,7,15,-1859.12,-8970.48,15% chance to [Impale] on [Spell] [HitDamage|Hit],1,,,,,,,,,,,,,,42680,37608,52973,2644|2642,Art/2DArt/SkillIcons/WitchBoneStorm.png,,
52973,52973,physical8,Impale Chance,small,,683,2,11,-1639.9,-8988.84,15% chance to [Impale] on [Spell] [HitDamage|Hit],1,,,,,,,,,,,,,,42680,12851|57555,,2643|2644,Art/2DArt/SkillIcons/WitchBoneStorm.png,,
37608,37608,physical9,Physical Damage,small,,683,4,51,-2153.72,-9020.95,10% increased [Physical] Damage,1,,,,,,,,,,,,,,42680,53524|61042,57555,2642|2645|2646,Art/2DArt/SkillIcons/WitchBoneStorm.png,,
3999,3999,area_attacks10,Area Damage,small,,684,4,15,-1181.86,9634.6,10% increased [Attack] Area Damage,1,,,,,,,,,,,,,,33369,37665|57863,59480|36522|4577,2653|2654|2657|2647|2648,Art/2DArt/SkillIcons/passives/AreaDmgNode.png,,
9737,9737,area_attacks11,Attack Area,small,,684,4,51,-2124.61,9887.21,6% increased Area of Effect for [Attack|Attacks],1,,,,,,,,,,,,,,,36522|24813|59480|15590,42410,2658|2649|2650|2651|2652,Art/2DArt/SkillIcons/passives/AreaDmgNode.png,,
59480,59480,area_attacks14,Area Damage,small,,684,4,69,-1779.54,9289.53,10% increased [Attack] Area Damage,1,,,,,,,,,,,,,,33369,3999,2864|9737,2523|2651|2653,Art/2DArt/SkillIcons/passives/AreaDmgNode.png,,
36522,36522,area_attacks15,Attack Area,small,,684,4,33,-1526.93,10232.3,6% increased Area of Effect for [Attack|Attacks],1,,,,,,,,,,,,,,28492,3999|54099,9737,2649|2654|2655,Art/2DArt/SkillIcons/passives/AreaDmgNode.png,,
37665,37665,area_attacks16_,Area Damage and Armour Break,small,,684,7,2,-1528.23,9544.4,[ArmourBreak|Break] 10% increased [Armour|Armour]|6% increased [Attack] Area Damage,2,,,,,,,,,,,,,,33369,35739,3999,2647|2656,Art/2DArt/SkillIcons/passives/AreaDmgNode.png,,
4577,4577,area_attacks17,Attack Area,small,,684,7,8,-1436.73,9885.91,6% increased Area of Effect for [Attack|Attacks],1,,,,,,,,,,,,,,28492,3999,20397,2660|2657,Art/2DArt/SkillIcons/passives/AreaDmgNode.png,,
42410,42410,area_attacks18,Area Damage and Armour Break,small,,684,7,20,-1869.74,9635.91,[ArmourBreak|Break] 10% increased [Armour|Armour]|6% increased [Attack] Area Damage,2,,,,,,,,,,,,,,33369,9737,35739,2662|2658,Art/2DArt/SkillIcons/passives/AreaDmgNode.png,,
24813,24813,area_attacks19,Attack Area,small,,684,7,14,-1778.23,9977.41,6% increased Area of Effect for [Attack|Attacks],1,,,,,,,,,,,,,,28492,20397,9737,2650|2659,Art/2DArt/SkillIcons/passives/AreaDmgNode.png,,
20397,20397,area_attacks30,Authority,notable,,684,7,11,-1588.53,10002.4,15% increased Area of Effect for [Attack|Attacks]|10% increased [CooldownRecovery|Cooldown Recovery Rate],2,DilutedLiquidGreed|LiquidEnvy|ConcentratedLiquidSuffering,,,,,,,true,,,,,,28492,4577|8556,24813,2659|2660|2661,Art/2DArt/SkillIcons/passives/AreaDmgNode.png,,
35739,35739,area_attacks31,Crushing Judgement,notable,,684,7,23,-1717.94,9519.42,25% increased [ArmourBreak|Armour Break] Duration|25% increased [Attack] Area Damage,2,DilutedLiquidGreed|ConcentratedLiquidIsolation|DilutedLiquidIre,,,,,,,true,,,,,,33369,42410|8556,37665,2656|2662|2663,Art/2DArt/SkillIcons/passives/AreaDmgNode.png,,
26356,26356,area_attacks41,Primed to Explode,notable,,684,0,0,-1653.23,9760.91,[Detonator] skills have 40% increased Area of Effect|[Detonator] skills have 80% reduced damage,2,ConcentratedLiquidSuffering|LiquidDisgust|LiquidDisgust,,,,,,,true,,,,,,33369,8556,15590|57863,2665|2666|2664,Art/2DArt/SkillIcons/passives/AreaDmgNode.png,,
15590,15590,area_attacks42,Detonator Area,small,,684,7,17,-1894.72,9825.61,[Detonator] skills have 8% increased Area of Effect,1,,,,,,,,,,,,,,,26356,9737,2652|2665,Art/2DArt/SkillIcons/passives/AreaDmgNode.png,,
57863,57863,area_attacks43,Detonator Area,small,,684,7,5,-1411.75,9696.2,[Detonator] skills have 8% increased Area of Effect,1,,,,,,,,,,,,,,33369,26356,3999,2648|2666,Art/2DArt/SkillIcons/passives/AreaDmgNode.png,,
8556,8556,mastery_attack24,Attack Mastery,mastery,,684,0,0,-1653.23,9760.91,,0,,,,,,,,,,true,,,,,,20397|35739|26356,2661|2663|2664,Art/2DArt/SkillIcons/passives/AttackBlindMastery.png,Art/2DArt/UIImages/InGame/PassiveMastery/MasteryBackgroundGraphic/MasteryAttackPattern.png,
56388,56388,banners12,Reinforced Rallying,notable,,685,5,0,-1626.68,7194.58,+1 to maximum number of placed [Banner|Banners],1,DilutedLiquidIre|LiquidEnvy|ConcentratedLiquidIsolation,,,,,,,true,,,,,,33369,,21096|57616,2667|2668,Art/2DArt/SkillIcons/passives/BannerAreaNotable.png,,
21096,21096,banners25,Banner Area,small,,685,4,69,-1752.98,7380.21,[Banner] Skills have 12% increased Area of Effect,1,,,,,,,,,,,,,,33369,56388,62258,2673|2667,Art/2DArt/SkillIcons/passives/BannerResourceAreaNode.png,,
57616,57616,banners26,Banner Duration,small,,685,4,3,-1500.37,7380.21,[Banner] Skills have 20% increased Duration,1,,,,,,,,,,,,,,33369,56388,11752,2676|2668,Art/2DArt/SkillIcons/passives/BannerResourceAreaNode.png,,
63360,63360,banners4_,Banner Glory Gained,small,,685,7,14,-1751.68,8068.09,20% increased [Glory] generation for [Banner] Skills,1,,,,,,,,,,,,,,33369,62258,2864|18801,2524|2671|2669,Art/2DArt/SkillIcons/passives/BannerResourceAreaNode.png,,
18801,18801,banners5,Banner Duration,small,,685,7,10,-1501.68,8068.09,[Banner] Skills have 20% increased Duration,1,,,,,,,,,,,,,,33369,11752|63360,54818,2818|2670|2671,Art/2DArt/SkillIcons/passives/BannerResourceAreaNode.png,,
62258,62258,banners6,Banner Glory Gained,small,,685,7,22,-1751.68,7635.08,20% increased [Glory] generation for [Banner] Skills,1,,,,,,,,,,,,,,33369,62455|21096,63360|11752,2669|2675|2672|2673,Art/2DArt/SkillIcons/passives/BannerResourceAreaNode.png,,
11752,11752,banners7,Banner Duration,small,,685,7,2,-1501.68,7635.08,[Banner] Skills have 20% increased Duration,1,,,,,,,,,,,,,,33369,62455|62258|57616,18801,2670|2674|2675|2676,Art/2DArt/SkillIcons/passives/BannerResourceAreaNode.png,,
62455,62455,banners9,Bannerman,notable,,685,0,0,-1626.68,7851.58,[Banner] [Buff|Buffs] linger on you for 2 seconds after you leave the Area,1,ConcentratedLiquidSuffering|DilutedLiquidGreed|DilutedLiquidIre,,,,,,,true,,,,,,33369,,62258|11752,2672|2674,Art/2DArt/SkillIcons/passives/BannerAreaNotable.png,,
1220,1220,mastery_minion_offence_6619_,Minion Offence Mastery,mastery,,686,0,0,-1614.94,-5019.94,,0,,,,,,,,,,true,,,,,,34553|8397,2682|2684,Art/2DArt/SkillIcons/passives/MasteryGroupMinions.png,Art/2DArt/UIImages/InGame/PassiveMastery/MasteryBackgroundGraphic/MasteryMinionOffencePattern.png,
6655,6655,bleed13,Aggravation,notable,,687,2,14,-1692.62,9062.14,10% chance to [Aggravate] [Bleeding] on targets you [HitDamage|Hit] with [Attack|Attacks],1,LiquidDespair|ConcentratedLiquidSuffering|LiquidEnvy,,,,,,,true,,,,,,33369,,35015|40336,2677|2736,Art/2DArt/SkillIcons/passives/Blood2.png,,
35015,35015,bleed19_,Bleeding Damage,small,,688,0,0,-1587.62,8880.27,10% increased [BuffMagnitude|Magnitude] of [Bleeding|Bleeding] you inflict,1,,,,,,,,,,,,,,33369,6655,58718,2711|2677,Art/2DArt/SkillIcons/passives/Blood2.png,,
36286,36286,spells53,Spell and Minion Damage,small,,689,1,5,-1532.72,-4885.18,10% increased [Spell] Damage|[Minion|Minions] deal 10% increased Damage,2,,,,,,,,,,,,,,,41130|14033|34058,,2678|2679|2680,Art/2DArt/SkillIcons/passives/miniondamageBlue.png,,
