id,int_id,name,page_name,main_page,atlas_sub_tree,type,frame,icon,stat_text_raw,stat_text,flavour_text,reminder_text,connections,connection_count,skill_points,weapon_set_points,buff_id,is_in_game,is_atlas_passive,is_keystone,is_notable,is_starting_node,is_multiple_choice,is_multiple_choice_option,is_icon_only,is_jewel_socket,is_attribute,is_free
AtlasPackSize4,,Pack Size,,,Generic,small,,File:RareMonstersnode (AtlasTrees) passive skill icon.png,2% increased Pack Size,2% increased [[Pack]] Size,,,,0,0,0,,true,true,false,false,false,false,false,false,false,false,false
AtlasPackSize5,,Pack Size,,,Generic,small,,File:RareMonstersnode (AtlasTrees) passive skill icon.png,2% increased Pack Size,2% increased [[Pack]] Size,,,,0,0,0,,true,true,false,false,false,false,false,false,false,false,false
AtlasPackSize6,,Pack Size,,,Generic,small,,File:RareMonstersnode (AtlasTrees) passive skill icon.png,2% increased Pack Size,2% increased [[Pack]] Size,,,,0,0,0,,true,true,false,false,false,false,false,false,false,false,false
AtlasPackSize7,,Pack Size,,,Generic,small,,File:RareMonstersnode (AtlasTrees) passive skill icon.png,2% increased Pack Size,2% increased [[Pack]] Size,,,,0,0,0,,true,true,false,false,false,false,false,false,false,false,false
AtlasPackSize8,,Pack Size,,,Generic,small,,File:RareMonstersnode (AtlasTrees) passive skill icon.png,2% increased Pack Size,2% increased [[Pack]] Size,,,,0,0,0,,true,true,false,false,false,false,false,false,false,false,false
AtlasPackSize9,,Pack Size,,,Generic,small,,File:RareMonstersnode (AtlasTrees) passive skill icon.png,2% increased Pack Size,2% increased [[Pack]] Size,,,,0,0,0,,true,true,false,false,false,false,false,false,false,false,false
AtlasPinnacleBossStart,45838,,,,Generic,start,,File:MasteryBlank passive skill icon.png,,,,,,0,0,0,,true,true,false,false,true,false,false,false,false,false,false
AtlasRareMonsterChance1,,Rare Monsters,,,Generic,small,,File:RareMonstersnode (AtlasTrees) passive skill icon.png,5% increased Rare Monsters,5% increased [[Rare]] Monsters,,,"AtlasRareMonsterModifiersChance9,AtlasTabletNotable10",2,0,0,,true,true,false,false,false,false,false,false,false,false,false
AtlasRareMonsterChance10_,,Rare Monsters,,,Generic,small,,File:RareMonstersnode (AtlasTrees) passive skill icon.png,5% increased Rare Monsters,5% increased [[Rare]] Monsters,,,,0,0,0,,true,true,false,false,false,false,false,false,false,false,false
AtlasRareMonsterChance2,,Rare Monsters,,,Generic,small,,File:RareMonstersnode (AtlasTrees) passive skill icon.png,5% increased Rare Monsters,5% increased [[Rare]] Monsters,,,"AtlasRareMonsterChance6_,AtlasAzmeriSpiritNotable9,AtlasGenericNotable6",3,0,0,,true,true,false,false,false,false,false,false,false,false,false
AtlasRareMonsterChance3,,Rare Monsters,,,Generic,small,,File:RareMonstersnode (AtlasTrees) passive skill icon.png,5% increased Rare Monsters,5% increased [[Rare]] Monsters,,,"AtlasGenericNotable1,AtlasEssenceNotable3,AtlasRareMonsterChance5_",3,0,0,,true,true,false,false,false,false,false,false,false,false,false
AtlasRareMonsterChance4__,,Rare Monsters,,,Generic,small,,File:RareMonstersnode (AtlasTrees) passive skill icon.png,5% increased Rare Monsters,5% increased [[Rare]] Monsters,,,"AtlasUniqueMonsterDropRarity11,AtlasCorruption1,AtlasRareMonsterModifiersChance1",3,0,0,,true,true,false,false,false,false,false,false,false,false,false
AtlasRareMonsterChance5_,,Rare Monsters,,,Generic,small,,File:RareMonstersnode (AtlasTrees) passive skill icon.png,5% increased Rare Monsters,5% increased [[Rare]] Monsters,,,"AtlasRareMonsterChance3,AtlasUniqueMonsterDropRarity7",2,0,0,,true,true,false,false,false,false,false,false,false,false,false
AtlasRareMonsterChance6_,,Rare Monsters,,,Generic,small,,File:RareMonstersnode (AtlasTrees) passive skill icon.png,5% increased Rare Monsters,5% increased [[Rare]] Monsters,,,"AtlasRareMonsterChance2,AtlasMagicMonster4",2,0,0,,true,true,false,false,false,false,false,false,false,false,false
AtlasRareMonsterChance7,,Rare Monsters,,,Generic,small,,File:RareMonstersnode (AtlasTrees) passive skill icon.png,5% increased Rare Monsters,5% increased [[Rare]] Monsters,,,"AtlasBiomeGenericNotable1,AtlasContentTypeSelector1,AtlasRareMonsterModifiersChance3",3,0,0,,true,true,false,false,false,false,false,false,false,false,false
AtlasRareMonsterChance8,,Rare Monsters,,,Generic,small,,File:RareMonstersnode (AtlasTrees) passive skill icon.png,5% increased Rare Monsters,5% increased [[Rare]] Monsters,,,"AtlasBiomeForestNotable1,AtlasBiomeGenericNotable1",2,0,0,,true,true,false,false,false,false,false,false,false,false,false
AtlasRareMonsterChance9,,Rare Monsters,,,Generic,small,,File:RareMonstersnode (AtlasTrees) passive skill icon.png,5% increased Rare Monsters,5% increased [[Rare]] Monsters,,,,0,0,0,,true,true,false,false,false,false,false,false,false,false,false
AtlasRareMonsterModifiersCap1,,Adaptive Biology,,,Generic,notable,,File:RareMonstersnotable (AtlasTrees) passive skill icon.png,+1 to maximum Monster Modifiers on Rare Monsters | Rare Monsters have 10% increased chance of Monster Modifiers,+1 to maximum [[Monster Modifier]]s on [[Rare]] Monsters | [[Rare]] Monsters have 10% increased chance of [[Monster Modifier]]s,,,"AtlasTabletNotable9,AtlasMagicMonster6",2,0,0,,true,true,false,true,false,false,false,false,false,false,false
AtlasRareMonsterModifiersCap2,,Mutating Monsters,,,Generic,notable,,File:RareMonstersnotable (AtlasTrees) passive skill icon.png,+1 to maximum Monster Modifiers on Rare Monsters | Rare Monsters have 10% increased chance of Monster Modifiers,+1 to maximum [[Monster Modifier]]s on [[Rare]] Monsters | [[Rare]] Monsters have 10% increased chance of [[Monster Modifier]]s,,,"AtlasTabletNotable10,AtlasUniqueMonsterDropRarity4",2,0,0,,true,true,false,true,false,false,false,false,false,false,false
AtlasRareMonsterModifiersChance1,,Rare Monster Modifiers Chance,,,Generic,small,,File:RareMonstersnode (AtlasTrees) passive skill icon.png,Rare Monsters have 5% increased chance of Monster Modifiers,[[Rare]] Monsters have 5% increased chance of [[Monster Modifier]]s,,,"AtlasRareMonsterChance4__,AtlasBiomeDesert3",2,0,0,,true,true,false,false,false,false,false,false,false,false,false
AtlasRareMonsterModifiersChance10,,Rare Monster Modifiers Chance,,,Generic,small,,File:RareMonstersnode (AtlasTrees) passive skill icon.png,Rare Monsters have 5% increased chance of Monster Modifiers,[[Rare]] Monsters have 5% increased chance of [[Monster Modifier]]s,,,,0,0,0,,true,true,false,false,false,false,false,false,false,false,false
AtlasRareMonsterModifiersChance2,,Rare Monster Modifiers Chance,,,Generic,small,,File:RareMonstersnode (AtlasTrees) passive skill icon.png,Rare Monsters have 5% increased chance of Monster Modifiers,[[Rare]] Monsters have 5% increased chance of [[Monster Modifier]]s,,,"AtlasEssenceNotable9,AtlasExceptionalHelmets,AtlasBiomeCityNotable15",3,0,0,,true,true,false,false,false,false,false,false,false,false,false
AtlasRareMonsterModifiersChance3,,Rare Monster Modifiers Chance,,,Generic,small,,File:RareMonstersnode (AtlasTrees) passive skill icon.png,Rare Monsters have 5% increased chance of Monster Modifiers,[[Rare]] Monsters have 5% increased chance of [[Monster Modifier]]s,,,"AtlasGenericSmall1,AtlasMapBossNotable1_,AtlasBiomeGenericNotable1,AtlasBiomeGenericNotable4,AtlasRareMonsterChance7",5,0,0,,true,true,false,false,false,false,false,false,false,false,false
AtlasRareMonsterModifiersChance4,,Rare Monster Modifiers Chance,,,Generic,small,,File:RareMonstersnode (AtlasTrees) passive skill icon.png,Rare Monsters have 5% increased chance of Monster Modifiers,[[Rare]] Monsters have 5% increased chance of [[Monster Modifier]]s,,,"AtlasRareNotable2,AtlasRareMonsterModifiersChance9",2,0,0,,true,true,false,false,false,false,false,false,false,false,false
AtlasRareMonsterModifiersChance5,,Rare Monster Modifiers Chance,,,Generic,small,,File:RareMonstersnode (AtlasTrees) passive skill icon.png,Rare Monsters have 5% increased chance of Monster Modifiers,[[Rare]] Monsters have 5% increased chance of [[Monster Modifier]]s,,,"AtlasGenericNotable1,AtlasGenericNotable6",2,0,0,,true,true,false,false,false,false,false,false,false,false,false
AtlasRareMonsterModifiersChance6,,Rare Monster Modifiers Chance,,,Generic,small,,File:RareMonstersnode (AtlasTrees) passive skill icon.png,Rare Monsters have 5% increased chance of Monster Modifiers,[[Rare]] Monsters have 5% increased chance of [[Monster Modifier]]s,,,"AtlasExceptionalBoots,AtlasUniqueNotable1",2,0,0,,true,true,false,false,false,false,false,false,false,false,false
AtlasRareMonsterModifiersChance7,,Rare Monster Modifiers Chance,,,Generic,small,,File:RareMonstersnode (AtlasTrees) passive skill icon.png,Rare Monsters have 5% increased chance of Monster Modifiers,[[Rare]] Monsters have 5% increased chance of [[Monster Modifier]]s,,,"AtlasRarePackAdditionalRareChance1,AtlasRareNotable4,AtlasUniqueMonsterDropRarity10,AtlasRareNotable5",4,0,0,,true,true,false,false,false,false,false,false,false,false,false
AtlasRareMonsterModifiersChance8,,Rare Monster Modifiers Chance,,,Generic,small,,File:RareMonstersnode (AtlasTrees) passive skill icon.png,Rare Monsters have 5% increased chance of Monster Modifiers,[[Rare]] Monsters have 5% increased chance of [[Monster Modifier]]s,,,"AtlasRareMonsterModifiersMin1,AtlasGenericNotable1,AtlasGenericNotable6",3,0,0,,true,true,false,false,false,false,false,false,false,false,false
AtlasRareMonsterModifiersChance9,,Rare Monster Modifiers Chance,,,Generic,small,,File:RareMonstersnode (AtlasTrees) passive skill icon.png,Rare Monsters have 5% increased chance of Monster Modifiers,[[Rare]] Monsters have 5% increased chance of [[Monster Modifier]]s,,,"AtlasStoneCircleNotable4,AtlasRareMonsterModifiersChance4,AtlasRareMonsterChance1",3,0,0,,true,true,false,false,false,false,false,false,false,false,false
AtlasRareMonsterModifiersMin1,,No Simple Battles,,,Generic,notable,,File:RareMonstersnotable (AtlasTrees) passive skill icon.png,Rare Monsters have at least 3 Monster Modifiers,[[Rare]] Monsters have at least 3 [[Monster Modifier]]s,,,"AtlasWaystoneNotable3,AtlasRareMonsterModifiersChance8,AtlasTabletNotable5",3,0,0,,true,true,false,true,false,false,false,false,false,false,false
AtlasRareNotable2,,To the Strong Go the Spoils,,,Generic,notable,,File:RareMonstersnode (AtlasTrees) passive skill icon.png,2% increased Rarity of Items Dropped by Monsters per Monster Modifier,2% increased Rarity of Items Dropped by Monsters per [[Monster Modifier]],,,"AtlasRareMonsterModifiersChance4,AtlasRarePackAdditionalRareChance1",2,0,0,,true,true,false,true,false,false,false,false,false,false,false
AtlasRareNotable4,,Lethal Variants,,,Generic,notable,,File:RareMonstersnode (AtlasTrees) passive skill icon.png,Rare Monsters have 30% increased chance of Monster Modifiers,[[Rare]] Monsters have 30% increased chance of [[Monster Modifier]]s,,,AtlasRareMonsterModifiersChance7,1,0,0,,true,true,false,true,false,false,false,false,false,false,false
AtlasRareNotable5,,Nemesis Rising,,,Generic,keystone,,File:RareMonstersnode (AtlasTrees) passive skill icon.png,Select a bonus for Rare Monsters,Select a bonus for [[Rare]] Monsters,,,AtlasRareMonsterModifiersChance7,1,0,0,,true,true,true,false,false,false,false,false,false,false,false
AtlasRareNotable5a,,Nemesis Rising: Effectiveness,,,Generic,notable,,File:RareMonstersnode (AtlasTrees) passive skill icon.png,15% increased Effectiveness of Rare Monsters in your Maps,15% increased [[Monster Effectiveness|Effectiveness]] of [[Rare]] Monsters in your Maps,,,,0,0,0,,true,true,false,true,false,false,false,false,false,false,false
AtlasRareNotable5b,,Nemesis Rising: Monster Modifiers,,,Generic,notable,,File:RareMonstersnode (AtlasTrees) passive skill icon.png,Rare Monsters have 30% increased chance of Monster Modifiers,[[Rare]] Monsters have 30% increased chance of [[Monster Modifier]]s,,,,0,0,0,,true,true,false,true,false,false,false,false,false,false,false
AtlasRareNotable5c,,Nemesis Rising: Additional Rare Monster,,,Generic,notable,,File:RareMonstersnode (AtlasTrees) passive skill icon.png,Rare Monster Packs in your Maps have a 50% increased chance to have an Additional Rare Monster,[[Rare]] Monster [[Pack]]s in your Maps have a 50% increased chance to have an [[Additional Rare Monsters|Additional Rare Monster]],,,,0,0,0,,true,true,false,true,false,false,false,false,false,false,false
AtlasRareNotable5d_,,Nemesis Rising: Rarity,,,Generic,notable,,File:RareMonstersnode (AtlasTrees) passive skill icon.png,10% increased Rarity of Items Dropped by Rare Monsters,10% increased Rarity of Items Dropped by [[Rare]] Monsters,,,,0,0,0,,true,true,false,true,false,false,false,false,false,false,false
AtlasRarePackAdditionalRareChance1,,Additional Rare Monster Chance,,,Generic,small,,File:RareMonstersnode (AtlasTrees) passive skill icon.png,Rare Monster Packs in your Maps have a 20% increased chance to have an Additional Rare Monster,[[Rare]] Monster [[Pack]]s in your Maps have a 20% increased chance to have an [[Additional Rare Monsters|Additional Rare Monster]],,,"AtlasRareNotable2,AtlasRareMonsterModifiersChance7",2,0,0,,true,true,false,false,false,false,false,false,false,false,false
AtlasRarePackAdditionalRareChance2_,,Additional Rare Monster Chance,,,Generic,small,,File:RareMonstersnode (AtlasTrees) passive skill icon.png,Rare Monster Packs in your Maps have a 20% increased chance to have an Additional Rare Monster,[[Rare]] Monster [[Pack]]s in your Maps have a 20% increased chance to have an [[Additional Rare Monsters|Additional Rare Monster]],,,,0,0,0,,true,true,false,false,false,false,false,false,false,false,false
AtlasRarePackAdditionalRareChance3,,Additional Rare Monster Chance,,,Generic,small,,File:RareMonstersnode (AtlasTrees) passive skill icon.png,Rare Monster Packs in your Maps have a 20% increased chance to have an Additional Rare Monster,[[Rare]] Monster [[Pack]]s in your Maps have a 20% increased chance to have an [[Additional Rare Monsters|Additional Rare Monster]],,,,0,0,0,,true,true,false,false,false,false,false,false,false,false,false
AtlasRarePackAdditionalRareChance4,,Additional Rare Monster Chance,,,Generic,small,,File:RareMonstersnode (AtlasTrees) passive skill icon.png,Rare Monster Packs in your Maps have a 20% increased chance to have an Additional Rare Monster,[[Rare]] Monster [[Pack]]s in your Maps have a 20% increased chance to have an [[Additional Rare Monsters|Additional Rare Monster]],,,,0,0,0,,true,true,false,false,false,false,false,false,false,false,false
AtlasRarePackAdditionalRareChance5,,Additional Rare Monster Chance,,,Generic,small,,File:RareMonstersnode (AtlasTrees) passive skill icon.png,Rare Monster Packs in your Maps have a 20% increased chance to have an Additional Rare Monster,[[Rare]] Monster [[Pack]]s in your Maps have a 20% increased chance to have an [[Additional Rare Monsters|Additional Rare Monster]],,,,0,0,0,,true,true,false,false,false,false,false,false,false,false,false
AtlasRarity1,,Item Rarity,,,Generic,small,,File:ItemQuantityandRarity (AtlasTrees) passive skill icon.png,2% increased Rarity of Items found,2% increased [[Rarity]] of Items found,,,"AtlasUniqueNotable1,AtlasExceptionalBoots,AtlasBiomeCityNotable3_",3,0,0,,true,true,false,false,false,false,false,false,false,false,false
AtlasRarity2,,Item Rarity,,,Generic,small,,File:ItemQuantityandRarity (AtlasTrees) passive skill icon.png,2% increased Rarity of Items found,2% increased [[Rarity]] of Items found,,,"AtlasWaystoneNotable1,AtlasWaystoneNotable4,AtlasMagicMonster13",3,0,0,,true,true,false,false,false,false,false,false,false,false,false
AtlasRarity3,,Item Rarity,,,Generic,small,,File:ItemQuantityandRarity (AtlasTrees) passive skill icon.png,2% increased Rarity of Items found,2% increased [[Rarity]] of Items found,,,,0,0,0,,true,true,false,false,false,false,false,false,false,false,false
AtlasRarity4_,,Item Rarity,,,Generic,small,,File:ItemQuantityandRarity (AtlasTrees) passive skill icon.png,2% increased Rarity of Items found,2% increased [[Rarity]] of Items found,,,"AtlasMagicMonster12,AtlasBiomeMountainNotable1",2,0,0,,true,true,false,false,false,false,false,false,false,false,false
AtlasRitualNotable6a,,Traveller's Woe: Contaminated,,,Generic,notable,,File:RitualNotable2 (AtlasTrees) passive skill icon.png,Contaminated,Contaminated,,,,0,0,0,,true,true,false,true,false,false,false,false,false,false,false
AtlasRitualNotable6b_,,Traveller's Woe: Infested,,,Generic,notable,,File:RitualNotable2 (AtlasTrees) passive skill icon.png,Infested,Infested,,,,0,0,0,,true,true,false,true,false,false,false,false,false,false,false
AtlasRitualNotable6c,,Traveller's Woe: Tainted,,,Generic,notable,,File:RitualNotable2 (AtlasTrees) passive skill icon.png,Tainted,Tainted,,,,0,0,0,,true,true,false,true,false,false,false,false,false,false,false
AtlasRitualNotable6d,,Traveller's Woe: Smothered,,,Generic,notable,,File:RitualNotable2 (AtlasTrees) passive skill icon.png,Smothered,Smothered,,,,0,0,0,,true,true,false,true,false,false,false,false,false,false,false
AtlasRitualNotable6e,,Traveller's Woe: Sapping,,,Generic,notable,,File:RitualNotable2 (AtlasTrees) passive skill icon.png,Sapping,Sapping,,,,0,0,0,,true,true,false,true,false,false,false,false,false,false,false
AtlasRogueExiles1_,,Rogue Exile Chance,,,Generic,small,,File:AnarchyNotable3 (AtlasTrees) passive skill icon.png,40% increased chance of Rogue Exiles,40% increased chance of [[Rogue Exiles]],,,"AtlasRogueExilesNotable9,AtlasGenericStart",2,0,0,,true,true,false,false,false,false,false,false,false,false,false
AtlasRogueExiles2,,Rogue Exile Chance,,,Generic,small,,File:AnarchyNotable3 (AtlasTrees) passive skill icon.png,40% increased chance of Rogue Exiles,40% increased chance of [[Rogue Exiles]],,,"AtlasRogueExilesNotable8,AtlasRogueExilesNotable4_,AtlasUniqueMonsterDropRarity9_",3,0,0,,true,true,false,false,false,false,false,false,false,false,false
AtlasRogueExiles3,,Rogue Exile Chance,,,Generic,small,,File:AnarchyNotable3 (AtlasTrees) passive skill icon.png,40% increased chance of Rogue Exiles,40% increased chance of [[Rogue Exiles]],,,"AtlasRogueExilesNotable10,AtlasRogueExilesNotable12,AtlasRogueExilesNotable8",3,0,0,,true,true,false,false,false,false,false,false,false,false,false
AtlasRogueExiles4,,City Biome: Rogue Exile Chance,,,Generic,small,,File:AnarchyNotable3 (AtlasTrees) passive skill icon.png,City Areas have 60% increased chance of Rogue Exiles,[[Biome|City]] Areas have 60% increased chance of [[Rogue Exiles]],,,"AtlasBiomeCityNotable5_,AtlasRogueExilesNotable5,AtlasBiomeCity2",3,0,0,,true,true,false,false,false,false,false,false,false,false,false
AtlasRogueExiles5,,Rogue Exile Chance,,,Generic,small,,File:AnarchyNotable3 (AtlasTrees) passive skill icon.png,40% increased chance of Rogue Exiles,40% increased chance of [[Rogue Exiles]],,,"AtlasRogueExilesNotable3,AtlasMapBossNotable1_",2,0,0,,true,true,false,false,false,false,false,false,false,false,false
AtlasRogueExiles6,,Rogue Exile Chance,,,Generic,small,,File:AnarchyNotable3 (AtlasTrees) passive skill icon.png,40% increased chance of Rogue Exiles,40% increased chance of [[Rogue Exiles]],,,,0,0,0,,true,true,false,false,false,false,false,false,false,false,false
AtlasRogueExiles7_,,Cleansed Areas: Rogue Exile Chance,,,Generic,small,,File:AnarchyNotable3 (AtlasTrees) passive skill icon.png,Cleansed Areas have 60% increased chance of Rogue Exiles,[[Cleansed]] Areas have 60% increased chance of [[Rogue Exiles]],,,,0,0,0,,true,true,false,false,false,false,false,false,false,false,false
AtlasRogueExilesNotable1,,Here for the Same Reason,,,Generic,notable,,File:AnarchyNotable3 (AtlasTrees) passive skill icon.png,6% increased Rarity of Items Dropped by Rogue Exiles per Explicit Modifier on the Map,6% increased Rarity of Items Dropped by [[Rogue Exiles]] per Explicit Modifier on the Map,,,AtlasGenericSmall20,1,0,0,,true,true,false,true,false,false,false,false,false,false,false
AtlasRogueExilesNotable10,,Competitive Archaeology,,,Generic,notable,,File:AnarchyNotable3 (AtlasTrees) passive skill icon.png,5% chance for Rogue Exiles to drop an additional Tablet,5% chance for [[Rogue Exiles]] to drop an additional [[Tablet]],,,"AtlasHybridLeagueSmall1,AtlasRogueExiles3",2,0,0,,true,true,false,true,false,false,false,false,false,false,false
AtlasRogueExilesNotable12,,Legendary Duels,,,Generic,keystone,,File:AnarchyNotable3 (AtlasTrees) passive skill icon.png,Rogue Exiles have 100% increased chance to have certain types of uniques,[[Rogue Exiles]] have 100% increased chance to have certain types of uniques,,,AtlasRogueExiles3,1,0,0,,true,true,true,false,false,false,false,false,false,false,false
AtlasRogueExilesNotable12a,,Legendary Duels: Renowned Weapons,,,Generic,notable,,File:AnarchyNotable3 (AtlasTrees) passive skill icon.png,Rogue Exiles have 100% increased chance to have equipped Unique Weapons,[[Rogue Exiles]] have 100% increased chance to have equipped [[Unique]] Weapons,,,,0,0,0,,true,true,false,true,false,false,false,false,false,false,false
AtlasRogueExilesNotable12b_,,Legendary Duels: Renowned Armours,,,Generic,notable,,File:AnarchyNotable3 (AtlasTrees) passive skill icon.png,Rogue Exiles have 100% increased chance to have equipped Unique Armour,[[Rogue Exiles]] have 100% increased chance to have equipped [[Unique]] Armour,,,,0,0,0,,true,true,false,true,false,false,false,false,false,false,false
AtlasRogueExilesNotable12c,,Legendary Duels: Renowned Jewelry,,,Generic,notable,,File:AnarchyNotable3 (AtlasTrees) passive skill icon.png,Rogue Exiles have 100% increased chance to have equipped Unique Jewellery,[[Rogue Exiles]] have 100% increased chance to have equipped [[Unique]] Jewellery,,,,0,0,0,,true,true,false,true,false,false,false,false,false,false,false
AtlasRogueExilesNotable13,,Well-equipped Opponents,,,Generic,keystone,,File:AnarchyNotable3 (AtlasTrees) passive skill icon.png,Rogue Exiles have 100% increased chance to be using items requiring certain attributes,[[Rogue Exiles]] have 100% increased chance to be using items requiring certain attributes,,,AtlasGenericNotable40,1,0,0,,true,true,true,false,false,false,false,false,false,false,false
AtlasRogueExilesNotable13a,,Well-equipped Opponents: Strength,,,Generic,notable,,File:AnarchyNotable3 (AtlasTrees) passive skill icon.png,Rogue Exiles have 100% increased chance to wear Items requiring Strength,[[Rogue Exiles]] have 100% increased chance to wear Items requiring [[Strength]],,,,0,0,0,,true,true,false,true,false,false,false,false,false,false,false
AtlasRogueExilesNotable13b_,,Well-equipped Opponents: Dexterity,,,Generic,notable,,File:AnarchyNotable3 (AtlasTrees) passive skill icon.png,Rogue Exiles have 100% increased chance to wear Items requiring Dexterity,[[Rogue Exiles]] have 100% increased chance to wear Items requiring [[Dexterity]],,,,0,0,0,,true,true,false,true,false,false,false,false,false,false,false
AtlasRogueExilesNotable13c,,Well-equipped Opponents: Intelligence,,,Generic,notable,,File:AnarchyNotable3 (AtlasTrees) passive skill icon.png,Rogue Exiles have 100% increased chance to wear Items requiring Intelligence,[[Rogue Exiles]] have 100% increased chance to wear Items requiring [[Intelligence]],,,,0,0,0,,true,true,false,true,false,false,false,false,false,false,false
AtlasRogueExilesNotable2,,Competing Explorers,,,Generic,notable,,File:AnarchyNotable3 (AtlasTrees) passive skill icon.png,10% chance for Rogue Exiles to drop an additional Waystone,10% chance for [[Rogue Exiles]] to drop an additional [[Waystone]],,,"AtlasGenericSmall46,AtlasGenericSmall103",2,0,0,,true,true,false,true,false,false,false,false,false,false,false
AtlasRogueExilesNotable3,,Dressed in Fineries,,,Generic,notable,,File:AnarchyNotable3 (AtlasTrees) passive skill icon.png,Rogue Exiles have 100% increased chance to drop Exceptional Items,[[Rogue Exiles]] have 100% increased chance to drop [[Exceptional Item]]s,,,AtlasRogueExiles5,1,0,0,,true,true,false,true,false,false,false,false,false,false,false
AtlasRogueExilesNotable4_,,Uncommon Alliances,,,Generic,notable,,File:AnarchyNotable3 (AtlasTrees) passive skill icon.png,10% chance for Rogue Exiles to appear in Pairs,10% chance for Rogue Exiles to appear in Pairs,,,"AtlasRogueExiles2,AtlasHybridLeagueSmall3",2,0,0,,true,true,false,true,false,false,false,false,false,false,false
AtlasRogueExilesNotable5,,Famous Locals,,,Generic,notable,,File:AnarchyNotable3 (AtlasTrees) passive skill icon.png,15% chance for Rogue Exiles in City Areas to appear in Pairs,15% chance for Rogue Exiles in [[Biome|City]] Areas to appear in Pairs,,,"AtlasRogueExiles4,AtlasGenericSmall20,AtlasGenericSmall105",3,0,0,,true,true,false,true,false,false,false,false,false,false,false
AtlasRogueExilesNotable6,,Escalating Rivalry,,,Generic,notable,,File:AnarchyNotable3 (AtlasTrees) passive skill icon.png,Rogue Exiles have 5% chance to Flee to an adjacent Map and upgrade their Equipment,[[Rogue Exiles]] have 5% chance to Flee to an adjacent Map and upgrade their [[Equipment]],,,AtlasGenericSmall105,1,0,0,,true,true,false,true,false,false,false,false,false,false,false
AtlasRogueExilesNotable8,,The Deadliest Hunt,,,Generic,notable,,File:AnarchyNotable3 (AtlasTrees) passive skill icon.png,Azmeri Spirits Possess a Rogue Exile in the area when Possessed Non-Unique Monsters are slain,[[Azmeri Spirit]]s [[Possessed|Possess]] a [[Rogue Exile]] in the area when Possessed Non-Unique Monsters are slain,,,"AtlasRogueExiles3,AtlasGenericSmall102,AtlasRogueExiles2",3,0,0,,true,true,false,true,false,false,false,false,false,false,false
AtlasRogueExilesNotable9,,Wealthy Exiles,,,Generic,notable,,File:AnarchyNotable3 (AtlasTrees) passive skill icon.png,25% increased Rarity of Items Dropped by Rogue Exiles,25% increased Rarity of Items Dropped by [[Rogue Exiles]],,,"AtlasGenericSmall46,AtlasRogueExiles1_",2,0,0,,true,true,false,true,false,false,false,false,false,false,false
AtlasShrines1,,Shrine Chance,,,Generic,small,,File:ShrinesNode (AtlasTrees) passive skill icon.png,40% increased chance of Shrines,40% increased chance of [[Shrine]]s,,,"AtlasShrinesNotable3,AtlasBiomeCityNotable13",2,0,0,,true,true,false,false,false,false,false,false,false,false,false
AtlasShrines2,,Shrine Chance,,,Generic,small,,File:ShrinesNode (AtlasTrees) passive skill icon.png,40% increased chance of Shrines,40% increased chance of [[Shrine]]s,,,"AtlasGenericNotable5,AtlasShrinesNotable2",2,0,0,,true,true,false,false,false,false,false,false,false,false,false
AtlasShrines3,,Shrine Chance,,,Generic,small,,File:ShrinesNode (AtlasTrees) passive skill icon.png,40% increased chance of Shrines,40% increased chance of [[Shrine]]s,,,"AtlasGenericNotable32,AtlasShrinesNotable2",2,0,0,,true,true,false,false,false,false,false,false,false,false,false
AtlasShrines4__,,Shrine Chance,,,Generic,small,,File:ShrinesNode (AtlasTrees) passive skill icon.png,40% increased chance of Shrines,40% increased chance of [[Shrine]]s,,,"AtlasGenericStart,AtlasGenericNotable5",2,0,0,,true,true,false,false,false,false,false,false,false,false,false
AtlasShrines5,,Cleansed Areas: Shrine Chance,,,Generic,small,,File:ShrinesNode (AtlasTrees) passive skill icon.png,Cleansed Areas have 60% increased chance of Shrines,[[Cleansed]] Areas have 60% increased chance of [[Shrine]]s,,,,0,0,0,,true,true,false,false,false,false,false,false,false,false,false
AtlasShrines6,,Shrine Chance,,,Generic,small,,File:ShrinesNode (AtlasTrees) passive skill icon.png,40% increased chance of Shrines,40% increased chance of [[Shrine]]s,,,"AtlasShrinesNotable9,AtlasBiomeWater3,AtlasShrinesNotable8",3,0,0,,true,true,false,false,false,false,false,false,false,false,false
AtlasShrinesAzmeriSpiritChance,,Shrine and Azmeri Spirit Chance,,,Generic,small,,File:ShrinesNode (AtlasTrees) passive skill icon.png,20% increased chance of Shrines | 20% increased chance of Azmeri Spirits,20% increased chance of [[Shrine]]s | 20% increased chance of [[Azmeri Spirit]]s,,,,0,0,0,,true,true,false,false,false,false,false,false,false,false,false
AtlasShrinesNotable10,,Offerings to the Unknown,,,Generic,notable,,File:ShrinesNode (AtlasTrees) passive skill icon.png,20% increased Rarity of Items Dropped Shrine Worshippers,20% increased Rarity of Items Dropped [[Shrine]] [[Shrine Worship|Worshippers]],,,"AtlasBiomeMountain3,AtlasHybridLeagueSmall6,AtlasGenericSmall10",3,0,0,,true,true,false,true,false,false,false,false,false,false,false
AtlasShrinesNotable11,,Divined Blessing,,,Generic,keystone,,File:ShrinesNode (AtlasTrees) passive skill icon.png,100% increased chance to encounter certain Shrines,100% increased chance to encounter certain [[Shrine]]s,,,AtlasShrinesNotable2,1,0,0,,true,true,true,false,false,false,false,false,false,false,false
