id,name,statText,modDescription,type,tier,level,dropChance,valueRange,tags,modFamily,modType,modGroupId,weights,weightSources,category,isCraftable,isEssenceOnly,craftTags,allImplicitTags,addsTags,spawnTags,spawnWeights,applicableItemTypes,source,stats,displayTiers
FireResist5,of the Furnace,+(26-30)% to Fire Resistance,+(26-30)% to Fire Resistance,suffix,5,48,100,"[26, 30]","['elemental', 'fire', 'resistance']",['FireResistance'],FireResistance,FireResist5,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 800]","['krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'spawn_weight']",FireResistance,True,False,"['elemental', 'fire', 'resistance']","['elemental', 'fire', 'resistance']",[],"['armour', 'ring', 'amulet', 'belt', 'default']","[{'tag': 'armour', 'weight': 1}, {'tag': 'ring', 'weight': 1}, {'tag': 'amulet', 'weight': 1}, {'tag': 'belt', 'weight': 1}, {'tag': 'default', 'weight': 0}]","['boots_int', 'boots_dex', 'boots_str', 'boots_dex_int', 'boots_str_int', 'boots_str_dex', 'helmets_int', 'helmets_dex', 'helmets_str', 'helmets_dex_int', 'helmets_str_int', 'helmets_str_dex', 'body_armours_int', 'body_armours_dex', 'body_armours_str', 'body_armours_dex_int', 'body_armours_str_int', 'body_armours_str_dex', 'shields_str', 'shields_dex', 'shields_str_int', 'shields_str_dex', 'belts', 'rings', 'foci', 'gloves_int', 'gloves_dex', 'gloves_str', 'gloves_dex_int', 'gloves_str_int', 'gloves_str_dex', 'amulets', 'body_armours_str_dex_int']",FireResist5,"[{'id': 'base_fire_damage_resistance_%', 'max': 30, 'min': 26}]","[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]"
FireResist6,of the Volcano,+(31-35)% to Fire Resistance,+(31-35)% to Fire Resistance,suffix,6,60,100,"[31, 35]","['elemental', 'fire', 'resistance']",['FireResistance'],FireResistance,FireResist6,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 750]","['krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'spawn_weight']",FireResistance,True,False,"['elemental', 'fire', 'resistance']","['elemental', 'fire', 'resistance']",[],"['armour', 'ring', 'amulet', 'belt', 'default']","[{'tag': 'armour', 'weight': 1}, {'tag': 'ring', 'weight': 1}, {'tag': 'amulet', 'weight': 1}, {'tag': 'belt', 'weight': 1}, {'tag': 'default', 'weight': 0}]","['boots_int', 'boots_dex', 'boots_str', 'boots_dex_int', 'boots_str_int', 'boots_str_dex', 'helmets_int', 'helmets_dex', 'helmets_str', 'helmets_dex_int', 'helmets_str_int', 'helmets_str_dex', 'body_armours_int', 'body_armours_dex', 'body_armours_str', 'body_armours_dex_int', 'body_armours_str_int', 'body_armours_str_dex', 'shields_str', 'shields_dex', 'shields_str_int', 'shields_str_dex', 'belts', 'rings', 'foci', 'gloves_int', 'gloves_dex', 'gloves_str', 'gloves_dex_int', 'gloves_str_int', 'gloves_str_dex', 'amulets', 'body_armours_str_dex_int']",FireResist6,"[{'id': 'base_fire_damage_resistance_%', 'max': 35, 'min': 31}]","[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]"
FireResist7,of Magma,+(36-40)% to Fire Resistance,+(36-40)% to Fire Resistance,suffix,7,71,100,"[36, 40]","['elemental', 'fire', 'resistance']",['FireResistance'],FireResistance,FireResist7,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 700]","['krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'spawn_weight']",FireResistance,True,False,"['elemental', 'fire', 'resistance']","['elemental', 'fire', 'resistance']",[],"['armour', 'ring', 'amulet', 'belt', 'default']","[{'tag': 'armour', 'weight': 1}, {'tag': 'ring', 'weight': 1}, {'tag': 'amulet', 'weight': 1}, {'tag': 'belt', 'weight': 1}, {'tag': 'default', 'weight': 0}]","['boots_int', 'boots_dex', 'boots_str', 'boots_dex_int', 'boots_str_int', 'boots_str_dex', 'helmets_int', 'helmets_dex', 'helmets_str', 'helmets_dex_int', 'helmets_str_int', 'helmets_str_dex', 'body_armours_int', 'body_armours_dex', 'body_armours_str', 'body_armours_dex_int', 'body_armours_str_int', 'body_armours_str_dex', 'shields_str', 'shields_dex', 'shields_str_int', 'shields_str_dex', 'belts', 'rings', 'foci', 'gloves_int', 'gloves_dex', 'gloves_str', 'gloves_dex_int', 'gloves_str_int', 'gloves_str_dex', 'amulets', 'body_armours_str_dex_int']",FireResist7,"[{'id': 'base_fire_damage_resistance_%', 'max': 40, 'min': 36}]","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
FireResist8,of Tzteosh,+(41-45)% to Fire Resistance,+(41-45)% to Fire Resistance,suffix,8,82,100,"[41, 45]","['elemental', 'fire', 'resistance']",['FireResistance'],FireResistance,FireResist8,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 650]","['krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'spawn_weight']",FireResistance,True,False,"['elemental', 'fire', 'resistance']","['elemental', 'fire', 'resistance']",[],"['armour', 'ring', 'amulet', 'belt', 'default']","[{'tag': 'armour', 'weight': 1}, {'tag': 'ring', 'weight': 1}, {'tag': 'amulet', 'weight': 1}, {'tag': 'belt', 'weight': 1}, {'tag': 'default', 'weight': 0}]","['boots_int', 'boots_dex', 'boots_str', 'boots_dex_int', 'boots_str_int', 'boots_str_dex', 'helmets_int', 'helmets_dex', 'helmets_str', 'helmets_dex_int', 'helmets_str_int', 'helmets_str_dex', 'body_armours_int', 'body_armours_dex', 'body_armours_str', 'body_armours_dex_int', 'body_armours_str_int', 'body_armours_str_dex', 'shields_str', 'shields_dex', 'shields_str_int', 'shields_str_dex', 'belts', 'rings', 'foci', 'gloves_int', 'gloves_dex', 'gloves_str', 'gloves_dex_int', 'gloves_str_int', 'gloves_str_dex', 'amulets', 'body_armours_str_dex_int']",FireResist8,"[{'id': 'base_fire_damage_resistance_%', 'max': 45, 'min': 41}]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
AbyssModGenWeaponAmanamuPrefixFirePenetration,Amanamu's,Attacks with this Weapon Penetrate (15-25)% Fire Resistance,Attacks with this Weapon Penetrate (15-25)% Fire Resistance,prefix,1,65,100,"[15, 25]","['elemental_damage', 'unveiled_mod', 'amanamu_mod', 'damage', 'elemental', 'fire', 'attack']",['FireResistancePenetration'],FireResistancePenetration,AbyssModGenWeaponAmanamuPrefixFirePenetration,"[1000, 1000, 1000, 1000, 1000, 1000, 1000]","['spawn_weight', 'spawn_weight', 'spawn_weight', 'spawn_weight', 'spawn_weight', 'spawn_weight', 'spawn_weight']",FireResistancePenetration,True,False,"['unveiled_mod', 'amanamu_mod', 'damage', 'elemental', 'fire', 'attack']","['elemental_damage', 'unveiled_mod', 'amanamu_mod', 'damage', 'elemental', 'fire', 'attack']",[],"['weapon', 'default', 'amanamu_mod']","[{'tag': 'weapon', 'weight': 1}, {'tag': 'default', 'weight': 0}, {'tag': 'amanamu_mod', 'weight': 1}]","['bows', 'crossbows', 'one_hand_maces', 'two_hand_maces', 'spears', 'warstaves', 'talismans']",AbyssModGenWeaponAmanamuPrefixFirePenetration,"[{'id': 'local_fire_penetration_%', 'max': 25, 'min': 15}]","[1, 1, 1, 1, 1, 1, 1]"
AbyssMod1HMaceAmanamuSuffixAdditionalFissureChance,of Amanamu,Skills which create Fissures have a (15-25)% chance to create an additional Fissure,Skills which create Fissures have a (15-25)% chance to create an additional Fissure,suffix,1,65,100,"[15, 25]","['unveiled_mod', 'amanamu_mod', 'attack']",['FissureChance'],FissureChance,AbyssMod1HMaceAmanamuSuffixAdditionalFissureChance,[1000],['spawn_weight'],FissureChance,True,False,"['unveiled_mod', 'amanamu_mod', 'attack']","['unveiled_mod', 'amanamu_mod', 'attack']",[],"['two_hand_weapon', 'mace', 'default', 'ulaman_mod']","[{'tag': 'two_hand_weapon', 'weight': 0}, {'tag': 'mace', 'weight': 1}, {'tag': 'default', 'weight': 0}, {'tag': 'ulaman_mod', 'weight': 1}]",['one_hand_maces'],AbyssMod1HMaceAmanamuSuffixAdditionalFissureChance,"[{'id': 'skill_additional_fissure_chance_%', 'max': 25, 'min': 15}]",[1]
AbyssMod2HMaceAmanamuSuffixAdditionalFissureChance,of Amanamu,Skills which create Fissures have a (25-31)% chance to create an additional Fissure,Skills which create Fissures have a (25-31)% chance to create an additional Fissure,suffix,1,65,100,"[25, 31]","['unveiled_mod', 'amanamu_mod', 'attack']",['FissureChance'],FissureChance,AbyssMod2HMaceAmanamuSuffixAdditionalFissureChance,"[1000, 1000]","['spawn_weight', 'spawn_weight']",FissureChance,True,False,"['unveiled_mod', 'amanamu_mod', 'attack']","['unveiled_mod', 'amanamu_mod', 'attack']",[],"['one_hand_weapon', 'mace', 'talisman', 'default', 'ulaman_mod']","[{'tag': 'one_hand_weapon', 'weight': 0}, {'tag': 'mace', 'weight': 1}, {'tag': 'talisman', 'weight': 1}, {'tag': 'default', 'weight': 0}, {'tag': 'ulaman_mod', 'weight': 1}]","['two_hand_maces', 'talismans']",AbyssMod2HMaceAmanamuSuffixAdditionalFissureChance,"[{'id': 'skill_additional_fissure_chance_%', 'max': 31, 'min': 25}]","[1, 1]"
AbyssModBeltUlamanPrefixLifeFlasksGainChargesPerSecond,Ulaman's,Life Flasks gain (0.1-0.2) charges per Second,Life Flasks gain (0.1-0.2) charges per Second,prefix,1,65,100,"[6, 12]","['unveiled_mod', 'ulaman_mod']",['FlaskChargeGeneration'],FlaskChargeGeneration,AbyssModBeltUlamanPrefixLifeFlasksGainChargesPerSecond,[1000],['spawn_weight'],FlaskChargeGeneration,True,False,"['unveiled_mod', 'ulaman_mod']","['unveiled_mod', 'ulaman_mod']",[],"['belt', 'default', 'ulaman_mod']","[{'tag': 'belt', 'weight': 1}, {'tag': 'default', 'weight': 0}, {'tag': 'ulaman_mod', 'weight': 1}]",['belts'],AbyssModBeltUlamanPrefixLifeFlasksGainChargesPerSecond,"[{'id': 'generate_x_charges_for_life_flasks_per_minute', 'max': 12, 'min': 6}]",[1]
AbyssModBeltAmanamuPrefixCharmsGainChargesPerSecond,Amanamu's,Charms gain (0.1-0.2) charges per Second,Charms gain (0.1-0.2) charges per Second,prefix,1,65,100,"[6, 12]","['unveiled_mod', 'amanamu_mod']",['FlaskChargeGeneration'],FlaskChargeGeneration,AbyssModBeltAmanamuPrefixCharmsGainChargesPerSecond,[1000],['spawn_weight'],FlaskChargeGeneration,True,False,"['unveiled_mod', 'amanamu_mod']","['unveiled_mod', 'amanamu_mod']",[],"['belt', 'default', 'amanamu_mod']","[{'tag': 'belt', 'weight': 1}, {'tag': 'default', 'weight': 0}, {'tag': 'amanamu_mod', 'weight': 1}]",['belts'],AbyssModBeltAmanamuPrefixCharmsGainChargesPerSecond,"[{'id': 'generate_x_charges_for_charms_per_minute', 'max': 12, 'min': 6}]",[1]
AbyssModBeltKurgalPrefixManaFlasksGainChargesPerSecond,Kurgal's,Mana Flasks gain (0.1-0.2) charges per Second,Mana Flasks gain (0.1-0.2) charges per Second,prefix,1,65,100,"[6, 12]","['unveiled_mod', 'kurgal_mod']",['FlaskChargeGeneration'],FlaskChargeGeneration,AbyssModBeltKurgalPrefixManaFlasksGainChargesPerSecond,[1000],['spawn_weight'],FlaskChargeGeneration,True,False,"['unveiled_mod', 'kurgal_mod']","['unveiled_mod', 'kurgal_mod']",[],"['belt', 'default', 'kurgal_mod']","[{'tag': 'belt', 'weight': 1}, {'tag': 'default', 'weight': 0}, {'tag': 'kurgal_mod', 'weight': 1}]",['belts'],AbyssModBeltKurgalPrefixManaFlasksGainChargesPerSecond,"[{'id': 'generate_x_charges_for_mana_flasks_per_minute', 'max': 12, 'min': 6}]",[1]
AbyssModBeltUlamanPrefixChanceToNotConsumeFlaskConsumeCharges,Ulaman's,(10-18)% chance for Flasks you use to not consume Charges,(10-18)% chance for Flasks you use to not consume Charges,prefix,1,65,100,"[10, 18]","['flask', 'unveiled_mod', 'ulaman_mod']",['FlaskChargesUsed'],FlaskChargesUsed,AbyssModBeltUlamanPrefixChanceToNotConsumeFlaskConsumeCharges,[1000],['spawn_weight'],FlaskChargesUsed,True,False,"['unveiled_mod', 'ulaman_mod']","['flask', 'unveiled_mod', 'ulaman_mod']",[],"['belt', 'default', 'ulaman_mod']","[{'tag': 'belt', 'weight': 1}, {'tag': 'default', 'weight': 0}, {'tag': 'ulaman_mod', 'weight': 1}]",['belts'],AbyssModBeltUlamanPrefixChanceToNotConsumeFlaskConsumeCharges,"[{'id': 'flasks_%_chance_to_not_consume_charges', 'max': 18, 'min': 10}]",[2]
AbyssModBeltKurgalPrefixChanceToNotConsumeFlaskConsumeCharges,Kurgal's,(10-15)% chance for Flasks you use to not consume Charges,(10-15)% chance for Flasks you use to not consume Charges,prefix,2,65,100,"[10, 15]","['flask', 'unveiled_mod', 'kurgal_mod']",['FlaskChargesUsed'],FlaskChargesUsed,AbyssModBeltKurgalPrefixChanceToNotConsumeFlaskConsumeCharges,[950],['spawn_weight'],FlaskChargesUsed,True,False,"['unveiled_mod', 'kurgal_mod']","['flask', 'unveiled_mod', 'kurgal_mod']",[],"['belt', 'default', 'kurgal_mod']","[{'tag': 'belt', 'weight': 1}, {'tag': 'default', 'weight': 0}, {'tag': 'kurgal_mod', 'weight': 1}]",['belts'],AbyssModBeltKurgalPrefixChanceToNotConsumeFlaskConsumeCharges,"[{'id': 'flasks_%_chance_to_not_consume_charges', 'max': 15, 'min': 10}]",[1]
AbyssModBeltUlamanPrefixLifeRegenRateDuringLifeFlaskEffect,Ulaman's,(20-30)% increased Life Regeneration rate during Effect of any Life Flask,(20-30)% increased Life Regeneration rate during Effect of any Life Flask,prefix,1,65,100,"[20, 30]","['life_flask', 'unveiled_mod', 'ulaman_mod']",['FlaskExtraLifeRegeneration'],FlaskExtraLifeRegeneration,AbyssModBeltUlamanPrefixLifeRegenRateDuringLifeFlaskEffect,[1000],['spawn_weight'],FlaskExtraLifeRegeneration,True,False,"['unveiled_mod', 'ulaman_mod']","['life_flask', 'unveiled_mod', 'ulaman_mod']",[],"['belt', 'default', 'ulaman_mod']","[{'tag': 'belt', 'weight': 1}, {'tag': 'default', 'weight': 0}, {'tag': 'ulaman_mod', 'weight': 1}]",['belts'],AbyssModBeltUlamanPrefixLifeRegenRateDuringLifeFlaskEffect,"[{'id': 'life_regeneration_rate_+%_while_using_life_flask', 'max': 30, 'min': 20}]",[1]
FreezeDamageIncrease1,of Freezing,(31-40)% increased Freeze Buildup,(31-40)% increased Freeze Buildup,suffix,1,15,100,"[31, 40]",[],['FreezeDamageIncrease'],FreezeDamageIncrease,FreezeDamageIncrease1,"[1000, 1000]","['krakenbull', 'krakenbull']",FreezeDamageIncrease,True,False,[],[],"['no_fire_spell_mods', 'no_lightning_spell_mods', 'no_chaos_spell_mods']","['no_cold_spell_mods', 'wand', 'staff', 'trap', 'default']","[{'tag': 'no_cold_spell_mods', 'weight': 0}, {'tag': 'wand', 'weight': 1}, {'tag': 'staff', 'weight': 1}, {'tag': 'trap', 'weight': 1}, {'tag': 'default', 'weight': 0}]","['wands', 'staves']",FreezeDamageIncrease1,"[{'id': 'hit_damage_freeze_multiplier_+%', 'max': 40, 'min': 31}]","[5, 5]"
FreezeDamageIncrease2,of Bleakness,(41-50)% increased Freeze Buildup,(41-50)% increased Freeze Buildup,suffix,2,30,100,"[41, 50]",[],['FreezeDamageIncrease'],FreezeDamageIncrease,FreezeDamageIncrease2,"[1000, 1000]","['krakenbull', 'krakenbull']",FreezeDamageIncrease,True,False,[],[],"['no_fire_spell_mods', 'no_lightning_spell_mods', 'no_chaos_spell_mods']","['no_cold_spell_mods', 'wand', 'staff', 'trap', 'default']","[{'tag': 'no_cold_spell_mods', 'weight': 0}, {'tag': 'wand', 'weight': 1}, {'tag': 'staff', 'weight': 1}, {'tag': 'trap', 'weight': 1}, {'tag': 'default', 'weight': 0}]","['wands', 'staves']",FreezeDamageIncrease2,"[{'id': 'hit_damage_freeze_multiplier_+%', 'max': 50, 'min': 41}]","[4, 4]"
FreezeDamageIncrease3,of the Glacier,(51-60)% increased Freeze Buildup,(51-60)% increased Freeze Buildup,suffix,3,45,100,"[51, 60]",[],['FreezeDamageIncrease'],FreezeDamageIncrease,FreezeDamageIncrease3,"[1000, 1000]","['krakenbull', 'krakenbull']",FreezeDamageIncrease,True,False,[],[],"['no_fire_spell_mods', 'no_lightning_spell_mods', 'no_chaos_spell_mods']","['no_cold_spell_mods', 'wand', 'staff', 'trap', 'default']","[{'tag': 'no_cold_spell_mods', 'weight': 0}, {'tag': 'wand', 'weight': 1}, {'tag': 'staff', 'weight': 1}, {'tag': 'trap', 'weight': 1}, {'tag': 'default', 'weight': 0}]","['wands', 'staves']",FreezeDamageIncrease3,"[{'id': 'hit_damage_freeze_multiplier_+%', 'max': 60, 'min': 51}]","[3, 3]"
FreezeDamageIncrease4,of the Hyperboreal,(61-70)% increased Freeze Buildup,(61-70)% increased Freeze Buildup,suffix,4,60,100,"[61, 70]",[],['FreezeDamageIncrease'],FreezeDamageIncrease,FreezeDamageIncrease4,"[500, 500]","['krakenbull', 'krakenbull']",FreezeDamageIncrease,True,False,[],[],"['no_fire_spell_mods', 'no_lightning_spell_mods', 'no_chaos_spell_mods']","['no_cold_spell_mods', 'wand', 'staff', 'trap', 'default']","[{'tag': 'no_cold_spell_mods', 'weight': 0}, {'tag': 'wand', 'weight': 1}, {'tag': 'staff', 'weight': 1}, {'tag': 'trap', 'weight': 1}, {'tag': 'default', 'weight': 0}]","['wands', 'staves']",FreezeDamageIncrease4,"[{'id': 'hit_damage_freeze_multiplier_+%', 'max': 70, 'min': 61}]","[2, 2]"
FreezeDamageIncrease5,of the Arctic,(71-80)% increased Freeze Buildup,(71-80)% increased Freeze Buildup,suffix,5,75,100,"[71, 80]",[],['FreezeDamageIncrease'],FreezeDamageIncrease,FreezeDamageIncrease5,"[500, 500]","['krakenbull', 'krakenbull']",FreezeDamageIncrease,True,False,[],[],"['no_fire_spell_mods', 'no_lightning_spell_mods', 'no_chaos_spell_mods']","['no_cold_spell_mods', 'wand', 'staff', 'trap', 'default']","[{'tag': 'no_cold_spell_mods', 'weight': 0}, {'tag': 'wand', 'weight': 1}, {'tag': 'staff', 'weight': 1}, {'tag': 'trap', 'weight': 1}, {'tag': 'default', 'weight': 0}]","['wands', 'staves']",FreezeDamageIncrease5,"[{'id': 'hit_damage_freeze_multiplier_+%', 'max': 80, 'min': 71}]","[1, 1]"
AbyssModShieldKurgalSuffixFlatManaGainedOnBlock,of Kurgal,(6-12) Mana gained when you Block,(6-12) Mana gained when you Block,suffix,1,65,100,"[6, 12]","['block', 'resource', 'unveiled_mod', 'kurgal_mod', 'mana']",['GainManaOnBlock'],GainManaOnBlock,AbyssModShieldKurgalSuffixFlatManaGainedOnBlock,"[1000, 1000, 1000, 1000]","['spawn_weight', 'spawn_weight', 'spawn_weight', 'spawn_weight']",GainManaOnBlock,True,False,"['unveiled_mod', 'kurgal_mod', 'mana']","['block', 'resource', 'unveiled_mod', 'kurgal_mod', 'mana']",[],"['shield', 'default', 'kurgal_mod']","[{'tag': 'shield', 'weight': 1}, {'tag': 'default', 'weight': 0}, {'tag': 'kurgal_mod', 'weight': 1}]","['shields_str', 'shields_str_dex', 'shields_str_int', 'shields_dex']",AbyssModShieldKurgalSuffixFlatManaGainedOnBlock,"[{'id': 'mana_gained_on_block', 'max': 12, 'min': 6}]","[1, 1, 1, 1]"
AbyssModAmuletUlamanPrefixGlobalDeflectionRating,Ulaman's,(10-20)% increased Deflection Rating,(10-20)% increased Deflection Rating,prefix,1,65,100,"[10, 20]","['evasion', 'unveiled_mod', 'ulaman_mod', 'defences']",['GlobalDeflectionRating'],GlobalDeflectionRating,AbyssModAmuletUlamanPrefixGlobalDeflectionRating,[1000],['spawn_weight'],GlobalDeflectionRating,True,False,"['unveiled_mod', 'ulaman_mod', 'defences']","['evasion', 'unveiled_mod', 'ulaman_mod', 'defences']",[],"['amulet', 'default', 'ulaman_mod']","[{'tag': 'amulet', 'weight': 1}, {'tag': 'default', 'weight': 0}, {'tag': 'ulaman_mod', 'weight': 1}]",['amulets'],AbyssModAmuletUlamanPrefixGlobalDeflectionRating,"[{'id': 'deflection_rating_+%', 'max': 20, 'min': 10}]",[1]
AbyssModAmuletAmanamuSuffixReducedRequirementEquipmentAndSkill,of Amanamu,Equipment and Skill Gems have (15-10)% reduced Attribute Requirements,Equipment and Skill Gems have (15-10)% reduced Attribute Requirements,suffix,1,65,100,"[-15, -10]","['unveiled_mod', 'amanamu_mod']",['GlobalItemAttributeRequirements'],GlobalItemAttributeRequirements,AbyssModAmuletAmanamuSuffixReducedRequirementEquipmentAndSkill,[1000],['spawn_weight'],GlobalItemAttributeRequirements,True,False,"['unveiled_mod', 'amanamu_mod']","['unveiled_mod', 'amanamu_mod']",[],"['amulet', 'default', 'amanamu_mod']","[{'tag': 'amulet', 'weight': 1}, {'tag': 'default', 'weight': 0}, {'tag': 'amanamu_mod', 'weight': 1}]",['amulets'],AbyssModAmuletAmanamuSuffixReducedRequirementEquipmentAndSkill,"[{'id': 'global_item_attribute_requirements_+%', 'max': -10, 'min': -15}]",[1]
AbyssModAmuletKurgalSuffixQualityofAllSkills,of Kurgal,+(3-5)% to Quality of all Skills,+(3-5)% to Quality of all Skills,suffix,1,65,100,"[3, 5]","['unveiled_mod', 'kurgal_mod', 'gem']",['GlobalSkillGemQuality'],GlobalSkillGemQuality,AbyssModAmuletKurgalSuffixQualityofAllSkills,[1000],['spawn_weight'],GlobalSkillGemQuality,True,False,"['unveiled_mod', 'kurgal_mod', 'gem']","['unveiled_mod', 'kurgal_mod', 'gem']",[],"['amulet', 'default', 'kurgal_mod']","[{'tag': 'amulet', 'weight': 1}, {'tag': 'default', 'weight': 0}, {'tag': 'kurgal_mod', 'weight': 1}]",['amulets'],AbyssModAmuletKurgalSuffixQualityofAllSkills,"[{'id': 'all_skill_gem_quality_+', 'max': 5, 'min': 3}]",[1]
AbyssModAmuletUlamanPrefixChanceToNotConsumeGlory,Ulaman's,(20-30)% chance for Skills to retain 40% of Glory on use,(20-30)% chance for Skills to retain 40% of Glory on use,prefix,1,65,100,"[20, 30]","['unveiled_mod', 'ulaman_mod']",['GloryChanceToNotConsume'],GloryChanceToNotConsume,AbyssModAmuletUlamanPrefixChanceToNotConsumeGlory,[1000],['spawn_weight'],GloryChanceToNotConsume,True,False,"['unveiled_mod', 'ulaman_mod']","['unveiled_mod', 'ulaman_mod']",[],"['amulet', 'default', 'ulaman_mod']","[{'tag': 'amulet', 'weight': 1}, {'tag': 'default', 'weight': 0}, {'tag': 'ulaman_mod', 'weight': 1}]",['amulets'],AbyssModAmuletUlamanPrefixChanceToNotConsumeGlory,"[{'id': 'chance_to_retain_40%_of_glory_on_use_%', 'max': 30, 'min': 20}]",[1]
AbyssModHelmAmanamuSuffixGloryGeneration,of Amanamu,(10-20)% increased Glory generation,(10-20)% increased Glory generation,suffix,1,65,100,"[10, 20]","['unveiled_mod', 'amanamu_mod']",['GloryGeneration'],GloryGeneration,AbyssModHelmAmanamuSuffixGloryGeneration,"[1000, 1000, 1000]","['spawn_weight', 'spawn_weight', 'spawn_weight']",GloryGeneration,True,False,"['unveiled_mod', 'amanamu_mod']","['unveiled_mod', 'amanamu_mod']",[],"['dex_armour', 'int_armour', 'dex_int_armour', 'helmet', 'default', 'amanamu_mod']","[{'tag': 'dex_armour', 'weight': 0}, {'tag': 'int_armour', 'weight': 0}, {'tag': 'dex_int_armour', 'weight': 0}, {'tag': 'helmet', 'weight': 1}, {'tag': 'default', 'weight': 0}, {'tag': 'amanamu_mod', 'weight': 1}]","['helmets_str', 'helmets_str_dex', 'helmets_str_int']",AbyssModHelmAmanamuSuffixGloryGeneration,"[{'id': 'glory_generation_+%', 'max': 20, 'min': 10}]","[1, 1, 1]"
